home_team,home_team_state,away_team,away_team_state,home_goal,away_goal,season,round,data,hora
Sport,PE,Bahia,BA,1,0,2017,36,2017-11-19,17:00:00
Athletico-PR,PR,Vasco,RJ,3,1,2017,36,2017-11-19,19:00:00
Santos,SP,Gremio,RS,1,0,2017,36,2017-11-19,19:00:00
Atletico-MG,MG,Coritiba,PR,3,0,2017,36,2017-11-19,19:00:00
Fluminense,RJ,Ponte Preta,SP,2,0,2017,36,2017-11-20,17:00:00
Avai,SC,Palmeiras,SP,2,1,2017,36,2017-11-20,20:00:00
Fluminense,RJ,Sport,PE,1,2,2017,37,2017-11-25,17:00:00
Gremio,RS,Atletico-GO,GO,1,1,2017,37,2017-11-26,17:00:00
Avai,SC,Athletico-PR,PR,1,0,2017,37,2017-11-26,17:00:00
Corinthians,SP,Atletico-MG,MG,2,2,2017,37,2017-11-26,17:00:00
Cruzeiro,MG,Vasco,RJ,0,1,2017,37,2017-11-26,17:00:00
Coritiba,PR,Sao Paulo,SP,1,2,2017,37,2017-11-26,17:00:00
Ponte Preta,SP,Vitoria,BA,2,3,2017,37,2017-11-26,17:00:00
Bahia,BA,Chapecoense,SC,0,1,2017,37,2017-11-26,19:00:00
Flamengo,RJ,Santos,SP,1,2,2017,37,2017-11-26,19:00:00
Palmeiras,SP,Botafogo,RJ,2,0,2017,37,2017-11-27,20:00:00
Botafogo,RJ,Cruzeiro,MG,2,2,2017,38,2017-12-03,17:00:00
Vasco,RJ,Ponte Preta,SP,2,1,2017,38,2017-12-03,17:00:00
Santos,SP,Avai,SC,1,1,2017,38,2017-12-03,17:00:00
Sao Paulo,SP,Bahia,BA,1,1,2017,38,2017-12-03,17:00:00
Atletico-MG,MG,Gremio,RS,4,3,2017,38,2017-12-03,17:00:00
Athletico-PR,PR,Palmeiras,SP,3,0,2017,38,2017-12-03,17:00:00
Sport,PE,Corinthians,SP,1,0,2017,38,2017-12-03,17:00:00
Vitoria,BA,Flamengo,RJ,1,2,2017,38,2017-12-03,17:00:00
Atletico-GO,GO,Fluminense,RJ,1,1,2017,38,2017-12-03,17:00:00
Chapecoense,SC,Coritiba,PR,2,1,2017,38,2017-12-03,17:00:00
Cruzeiro,MG,Gremio,RS,0,1,2018,1,2018-04-14,16:00:00
Vitoria,BA,Flamengo,RJ,2,2,2018,1,2018-04-14,19:00:00
Santos,SP,Ceara,CE,2,0,2018,1,2018-04-14,21:00:00
America-MG,MG,Sport,PE,3,0,2018,1,2018-04-15,11:00:00
Vasco,RJ,Atletico-MG,MG,2,1,2018,1,2018-04-15,16:00:00
Corinthians,SP,Fluminense,RJ,2,1,2018,1,2018-04-15,16:00:00
Internacional,RS,Bahia,BA,2,0,2018,1,2018-04-15,16:00:00
Athletico-PR,PR,Chapecoense,SC,5,1,2018,1,2018-04-15,19:00:00
Botafogo,RJ,Palmeiras,SP,1,1,2018,1,2018-04-16,20:00:00
Sao Paulo,SP,Parana,PR,1,0,2018,1,2018-04-16,20:00:00
Bahia,BA,Santos,SP,1,0,2018,2,2018-04-21,16:00:00
Flamengo,RJ,America-MG,MG,2,0,2018,2,2018-04-21,19:00:00
Parana,PR,Corinthians,SP,0,4,2018,2,2018-04-22,11:00:00
Chapecoense,SC,Vasco,RJ,1,1,2018,2,2018-04-22,16:00:00
Fluminense,RJ,Cruzeiro,MG,1,0,2018,2,2018-04-22,16:00:00
Ceara,CE,Sao Paulo,SP,0,0,2018,2,2018-04-22,16:00:00
Palmeiras,SP,Internacional,RS,1,0,2018,2,2018-04-22,16:00:00
Atletico-MG,MG,Vitoria,BA,2,1,2018,2,2018-04-22,16:00:00
Gremio,RS,Athletico-PR,PR,0,0,2018,2,2018-04-22,19:00:00
Sport,PE,Botafogo,RJ,1,1,2018,2,2018-04-23,20:00:00
Botafogo,RJ,Gremio,RS,2,1,2018,3,2018-04-28,16:00:00
Palmeiras,SP,Chapecoense,SC,0,0,2018,3,2018-04-29,16:00:00
Ceara,CE,Flamengo,RJ,0,3,2018,3,2018-04-29,16:00:00
Bahia,BA,Athletico-PR,PR,0,0,2018,3,2018-04-29,16:00:00
Fluminense,RJ,Sao Paulo,SP,1,1,2018,3,2018-04-29,16:00:00
Parana,PR,Sport,PE,1,2,2018,3,2018-04-29,16:00:00
Atletico-MG,MG,Corinthians,SP,1,0,2018,3,2018-04-29,16:00:00
Internacional,RS,Cruzeiro,MG,0,0,2018,3,2018-04-29,19:00:00
America-MG,MG,Vitoria,BA,2,1,2018,3,2018-04-30,20:00:00
Santos,SP,Vasco,RJ,1,1,2018,3,2018-09-27,20:00:00
Vasco,RJ,America-MG,MG,4,1,2018,4,2018-05-05,19:00:00
Sao Paulo,SP,Atletico-MG,MG,2,2,2018,4,2018-05-05,19:00:00
Corinthians,SP,Ceara,CE,1,1,2018,4,2018-05-06,11:00:00
Flamengo,RJ,Internacional,RS,2,0,2018,4,2018-05-06,16:00:00
Vitoria,BA,Fluminense,RJ,1,2,2018,4,2018-05-06,16:00:00
Athletico-PR,PR,Palmeiras,SP,1,3,2018,4,2018-05-06,16:00:00
Cruzeiro,MG,Botafogo,RJ,1,0,2018,4,2018-05-06,16:00:00
Sport,PE,Bahia,BA,2,0,2018,4,2018-05-06,19:00:00
Gremio,RS,Santos,SP,5,1,2018,4,2018-05-06,19:00:00
Chapecoense,SC,Parana,PR,1,1,2018,4,2018-05-07,20:00:00
Gremio,RS,Internacional,RS,0,0,2018,5,2018-05-12,16:00:00
Cruzeiro,MG,Sport,PE,2,0,2018,5,2018-05-13,11:00:00
Athletico-PR,PR,Atletico-MG,MG,1,2,2018,5,2018-05-13,16:00:00
Chapecoense,SC,Flamengo,RJ,3,2,2018,5,2018-05-13,16:00:00
Bahia,BA,Sao Paulo,SP,2,2,2018,5,2018-05-13,16:00:00
Vasco,RJ,Vitoria,BA,2,3,2018,5,2018-05-13,16:00:00
Corinthians,SP,Palmeiras,SP,1,0,2018,5,2018-05-13,16:00:00
Santos,SP,Parana,PR,3,1,2018,5,2018-05-13,19:00:00
Ceara,CE,America-MG,MG,2,2,2018,5,2018-05-14,20:00:00
Botafogo,RJ,Fluminense,RJ,2,1,2018,5,2018-05-14,20:00:00
Atletico-MG,MG,Cruzeiro,MG,1,0,2018,6,2018-05-19,16:00:00
Flamengo,RJ,Vasco,RJ,1,1,2018,6,2018-05-19,19:00:00
Palmeiras,SP,Bahia,BA,3,0,2018,6,2018-05-19,21:00:00
Vitoria,BA,Ceara,CE,2,1,2018,6,2018-05-20,11:00:00
Parana,PR,Gremio,RS,0,0,2018,6,2018-05-20,16:00:00
America-MG,MG,Botafogo,RJ,1,0,2018,6,2018-05-20,16:00:00
Sao Paulo,SP,Santos,SP,1,0,2018,6,2018-05-20,16:00:00
Sport,PE,Corinthians,SP,1,1,2018,6,2018-05-20,16:00:00
Fluminense,RJ,Athletico-PR,PR,2,0,2018,6,2018-05-20,19:00:00
Internacional,RS,Chapecoense,SC,3,0,2018,6,2018-05-21,20:00:00
Fluminense,RJ,Chapecoense,SC,3,1,2018,7,2018-05-26,16:00:00
Palmeiras,SP,Sport,PE,2,3,2018,7,2018-05-26,19:00:00
Atletico-MG,MG,Flamengo,RJ,0,1,2018,7,2018-05-26,21:00:00
Parana,PR,Athletico-PR,PR,0,0,2018,7,2018-05-27,11:00:00
Santos,SP,Cruzeiro,MG,0,1,2018,7,2018-05-27,16:00:00
Internacional,RS,Corinthians,SP,2,1,2018,7,2018-05-27,16:00:00
Botafogo,RJ,Vitoria,BA,1,1,2018,7,2018-05-27,16:00:00
Bahia,BA,Vasco,RJ,3,0,2018,7,2018-05-27,16:00:00
Ceara,CE,Gremio,RS,0,1,2018,7,2018-05-27,19:00:00
America-MG,MG,Sao Paulo,SP,1,3,2018,7,2018-05-27,19:00:00
Sport,PE,Atletico-MG,MG,3,2,2018,8,2018-05-30,19:30:00
Vitoria,BA,Internacional,RS,2,3,2018,8,2018-05-30,19:30:00
Vasco,RJ,Parana,PR,1,0,2018,8,2018-05-30,19:30:00
Sao Paulo,SP,Botafogo,RJ,3,2,2018,8,2018-05-30,21:00:00
Chapecoense,SC,Ceara,CE,2,0,2018,8,2018-05-30,21:00:00
Gremio,RS,Fluminense,RJ,0,0,2018,8,2018-05-30,21:45:00
Cruzeiro,MG,Palmeiras,SP,1,0,2018,8,2018-05-30,21:45:00
Flamengo,RJ,Bahia,BA,2,0,2018,8,2018-05-31,16:00:00
Corinthians,SP,America-MG,MG,1,0,2018,8,2018-05-31,18:00:00
Athletico-PR,PR,Santos,SP,2,0,2018,8,2018-05-31,21:00:00
Atletico-MG,MG,Chapecoense,SC,3,3,2018,9,2018-06-02,16:00:00
Internacional,RS,Sport,PE,0,0,2018,9,2018-06-02,16:00:00
Vasco,RJ,Botafogo,RJ,1,2,2018,9,2018-06-02,19:00:00
Palmeiras,SP,Sao Paulo,SP,3,1,2018,9,2018-06-02,21:00:00
America-MG,MG,Athletico-PR,PR,3,1,2018,9,2018-06-03,16:00:00
Bahia,BA,Gremio,RS,0,2,2018,9,2018-06-03,16:00:00
Flamengo,RJ,Corinthians,SP,1,0,2018,9,2018-06-03,16:00:00
Santos,SP,Vitoria,BA,5,2,2018,9,2018-06-03,16:00:00
Ceara,CE,Cruzeiro,MG,0,1,2018,9,2018-06-03,19:00:00
Parana,PR,Fluminense,RJ,2,1,2018,9,2018-06-04,20:00:00
Sao Paulo,SP,Internacional,RS,0,0,2018,10,2018-06-05,21:30:00
Vitoria,BA,Chapecoense,SC,1,0,2018,10,2018-06-06,19:30:00
Botafogo,RJ,Ceara,CE,0,0,2018,10,2018-06-06,19:30:00
Corinthians,SP,Santos,SP,1,1,2018,10,2018-06-06,21:00:00
Sport,PE,Athletico-PR,PR,1,0,2018,10,2018-06-06,21:00:00
Cruzeiro,MG,Vasco,RJ,1,1,2018,10,2018-06-06,21:45:00
Gremio,RS,Palmeiras,SP,0,2,2018,10,2018-06-06,21:45:00
Fluminense,RJ,Flamengo,RJ,0,2,2018,10,2018-06-07,20:00:00
Parana,PR,Bahia,BA,1,0,2018,10,2018-06-07,20:00:00
America-MG,MG,Atletico-MG,MG,1,3,2018,10,2018-06-07,21:00:00
Athletico-PR,PR,Sao Paulo,SP,0,1,2018,11,2018-06-09,16:00:00
Chapecoense,SC,Cruzeiro,MG,2,0,2018,11,2018-06-09,19:00:00
Vasco,RJ,Sport,PE,3,2,2018,11,2018-06-09,19:00:00
Corinthians,SP,Vitoria,BA,0,0,2018,11,2018-06-09,21:00:00
Gremio,RS,America-MG,MG,1,0,2018,11,2018-06-10,16:00:00
Atletico-MG,MG,Fluminense,RJ,5,2,2018,11,2018-06-10,16:00:00
Bahia,BA,Botafogo,RJ,3,3,2018,11,2018-06-10,16:00:00
Ceara,CE,Palmeiras,SP,2,2,2018,11,2018-06-10,16:00:00
Flamengo,RJ,Parana,PR,2,0,2018,11,2018-06-10,19:00:00
Santos,SP,Internacional,RS,1,2,2018,11,2018-06-10,19:00:00
Sao Paulo,SP,Vitoria,BA,3,0,2018,12,2018-06-12,21:30:00
America-MG,MG,Chapecoense,SC,0,0,2018,12,2018-06-13,16:00:00
Fluminense,RJ,Santos,SP,0,1,2018,12,2018-06-13,19:00:00
Sport,PE,Gremio,RS,0,0,2018,12,2018-06-13,19:30:00
Parana,PR,Cruzeiro,MG,1,1,2018,12,2018-06-13,19:30:00
Botafogo,RJ,Athletico-PR,PR,2,0,2018,12,2018-06-13,21:00:00
Palmeiras,SP,Flamengo,RJ,1,1,2018,12,2018-06-13,21:00:00
Atletico-MG,MG,Ceara,CE,2,1,2018,12,2018-06-13,21:45:00
Bahia,BA,Corinthians,SP,1,0,2018,12,2018-06-13,21:45:00
Internacional,RS,Vasco,RJ,3,1,2018,12,2018-06-13,21:45:00
Ceara,CE,Sport,PE,1,0,2018,13,2018-07-18,19:30:00
Vitoria,BA,Parana,PR,1,0,2018,13,2018-07-18,21:00:00
Gremio,RS,Atletico-MG,MG,2,0,2018,13,2018-07-18,21:45:00
Corinthians,SP,Botafogo,RJ,2,0,2018,13,2018-07-18,21:45:00
Flamengo,RJ,Sao Paulo,SP,0,1,2018,13,2018-07-18,21:45:00
Cruzeiro,MG,America-MG,MG,3,1,2018,13,2018-07-19,19:30:00
Chapecoense,SC,Bahia,BA,1,1,2018,13,2018-07-19,19:30:00
Vasco,RJ,Fluminense,RJ,1,1,2018,13,2018-07-19,20:00:00
Santos,SP,Palmeiras,SP,1,1,2018,13,2018-07-19,20:00:00
Athletico-PR,PR,Internacional,RS,2,2,2018,13,2018-07-19,21:00:00
Flamengo,RJ,Botafogo,RJ,2,0,2018,14,2018-07-21,19:00:00
Sao Paulo,SP,Corinthians,SP,3,1,2018,14,2018-07-21,21:00:00
Parana,PR,America-MG,MG,1,0,2018,14,2018-07-22,16:00:00
Bahia,BA,Vitoria,BA,4,1,2018,14,2018-07-22,16:00:00
Vasco,RJ,Gremio,RS,1,0,2018,14,2018-07-22,16:00:00
Sport,PE,Fluminense,RJ,1,2,2018,14,2018-07-22,16:00:00
Palmeiras,SP,Atletico-MG,MG,3,2,2018,14,2018-07-22,16:00:00
Cruzeiro,MG,Athletico-PR,PR,2,1,2018,14,2018-07-22,19:00:00
Chapecoense,SC,Santos,SP,0,0,2018,14,2018-07-22,19:00:00
Internacional,RS,Ceara,CE,1,0,2018,14,2018-07-23,20:00:00
Fluminense,RJ,Palmeiras,SP,1,0,2018,15,2018-07-25,19:30:00
Atletico-MG,MG,Parana,PR,2,0,2018,15,2018-07-25,21:00:00
Santos,SP,Flamengo,RJ,1,1,2018,15,2018-07-25,21:45:00
Corinthians,SP,Cruzeiro,MG,2,0,2018,15,2018-07-25,21:45:00
Vitoria,BA,Sport,PE,1,0,2018,15,2018-07-26,19:30:00
Botafogo,RJ,Chapecoense,SC,1,0,2018,15,2018-07-26,19:30:00
Gremio,RS,Sao Paulo,SP,2,1,2018,15,2018-07-26,19:30:00
America-MG,MG,Internacional,RS,2,1,2018,15,2018-07-26,20:00:00
Ceara,CE,Bahia,BA,0,2,2018,15,2018-08-29,19:30:00
Athletico-PR,PR,Vasco,RJ,1,0,2018,15,2018-08-29,19:30:00
Ceara,CE,Fluminense,RJ,1,0,2018,16,2018-07-28,16:00:00
Palmeiras,SP,Parana,PR,3,0,2018,16,2018-07-29,11:00:00
Vasco,RJ,Corinthians,SP,1,4,2018,16,2018-07-29,11:00:00
Flamengo,RJ,Sport,PE,4,1,2018,16,2018-07-29,16:00:00
Internacional,RS,Botafogo,RJ,3,0,2018,16,2018-07-29,16:00:00
Cruzeiro,MG,Sao Paulo,SP,0,2,2018,16,2018-07-29,16:00:00
Athletico-PR,PR,Vitoria,BA,4,0,2018,16,2018-07-29,16:00:00
Santos,SP,America-MG,MG,0,1,2018,16,2018-07-29,19:00:00
Chapecoense,SC,Gremio,RS,1,1,2018,16,2018-07-29,19:00:00
Bahia,BA,Atletico-MG,MG,2,2,2018,16,2018-07-30,20:00:00
Botafogo,RJ,Santos,SP,0,0,2018,17,2018-08-04,16:00:00
Gremio,RS,Flamengo,RJ,2,0,2018,17,2018-08-04,19:00:00
Corinthians,SP,Athletico-PR,PR,0,0,2018,17,2018-08-04,21:00:00
Sao Paulo,SP,Vasco,RJ,2,1,2018,17,2018-08-05,16:00:00
Parana,PR,Ceara,CE,0,1,2018,17,2018-08-05,16:00:00
America-MG,MG,Palmeiras,SP,0,0,2018,17,2018-08-05,16:00:00
Vitoria,BA,Cruzeiro,MG,1,1,2018,17,2018-08-05,16:00:00
Sport,PE,Chapecoense,SC,1,1,2018,17,2018-08-05,19:00:00
Fluminense,RJ,Bahia,BA,1,1,2018,17,2018-08-05,19:00:00
Atletico-MG,MG,Internacional,RS,0,1,2018,17,2018-08-06,20:00:00
Ceara,CE,Athletico-PR,PR,0,0,2018,18,2018-08-11,16:00:00
Bahia,BA,America-MG,MG,1,0,2018,18,2018-08-11,19:00:00
Atletico-MG,MG,Santos,SP,3,1,2018,18,2018-08-12,11:00:00
Parana,PR,Botafogo,RJ,1,1,2018,18,2018-08-12,11:00:00
Sport,PE,Sao Paulo,SP,1,3,2018,18,2018-08-12,16:00:00
Chapecoense,SC,Corinthians,SP,2,1,2018,18,2018-08-12,16:00:00
Flamengo,RJ,Cruzeiro,MG,1,0,2018,18,2018-08-12,16:00:00
Gremio,RS,Vitoria,BA,4,0,2018,18,2018-08-12,19:00:00
Palmeiras,SP,Vasco,RJ,1,0,2018,18,2018-08-12,19:00:00
Fluminense,RJ,Internacional,RS,0,3,2018,18,2018-08-13,20:00:00
Santos,SP,Sport,PE,3,0,2018,19,2018-08-18,16:00:00
Corinthians,SP,Gremio,RS,0,1,2018,19,2018-08-18,19:00:00
Internacional,RS,Parana,PR,1,0,2018,19,2018-08-19,11:00:00
Athletico-PR,PR,Flamengo,RJ,3,0,2018,19,2018-08-19,11:00:00
Botafogo,RJ,Atletico-MG,MG,0,3,2018,19,2018-08-19,16:00:00
Cruzeiro,MG,Bahia,BA,1,1,2018,19,2018-08-19,16:00:00
Vitoria,BA,Palmeiras,SP,0,3,2018,19,2018-08-19,16:00:00
Sao Paulo,SP,Chapecoense,SC,2,0,2018,19,2018-08-19,19:00:00
America-MG,MG,Fluminense,RJ,0,0,2018,19,2018-08-19,19:00:00
Vasco,RJ,Ceara,CE,1,1,2018,19,2018-08-20,20:00:00
Ceara,CE,Santos,SP,1,1,2018,20,2018-08-08,19:30:00
Parana,PR,Sao Paulo,SP,1,1,2018,20,2018-08-22,19:30:00
Bahia,BA,Internacional,RS,0,1,2018,20,2018-08-22,19:30:00
Sport,PE,America-MG,MG,0,2,2018,20,2018-08-22,21:00:00
Palmeiras,SP,Botafogo,RJ,2,0,2018,20,2018-08-22,21:00:00
Gremio,RS,Cruzeiro,MG,1,1,2018,20,2018-08-22,21:45:00
Fluminense,RJ,Corinthians,SP,1,0,2018,20,2018-08-22,21:45:00
Flamengo,RJ,Vitoria,BA,1,0,2018,20,2018-08-23,19:30:00
Atletico-MG,MG,Vasco,RJ,0,0,2018,20,2018-08-23,20:00:00
Chapecoense,SC,Athletico-PR,PR,2,1,2018,20,2018-09-13,20:00:00
Santos,SP,Bahia,BA,2,0,2018,21,2018-08-25,16:00:00
Corinthians,SP,Parana,PR,1,0,2018,21,2018-08-25,19:00:00
Athletico-PR,PR,Gremio,RS,2,1,2018,21,2018-08-25,19:00:00
Botafogo,RJ,Sport,PE,2,0,2018,21,2018-08-25,21:00:00
Cruzeiro,MG,Fluminense,RJ,2,1,2018,21,2018-08-25,21:00:00
Sao Paulo,SP,Ceara,CE,1,0,2018,21,2018-08-26,11:00:00
Internacional,RS,Palmeiras,SP,0,0,2018,21,2018-08-26,16:00:00
Vitoria,BA,Atletico-MG,MG,1,0,2018,21,2018-08-26,16:00:00
America-MG,MG,Flamengo,RJ,2,2,2018,21,2018-08-26,16:00:00
Vasco,RJ,Chapecoense,SC,3,1,2018,21,2018-08-26,19:00:00
Vitoria,BA,America-MG,MG,1,0,2018,22,2018-09-01,16:00:00
Gremio,RS,Botafogo,RJ,4,0,2018,22,2018-09-01,16:00:00
Vasco,RJ,Santos,SP,0,3,2018,22,2018-09-01,19:00:00
Corinthians,SP,Atletico-MG,MG,1,1,2018,22,2018-09-01,21:00:00
Flamengo,RJ,Ceara,CE,0,1,2018,22,2018-09-02,11:00:00
Athletico-PR,PR,Bahia,BA,2,0,2018,22,2018-09-02,16:00:00
Sport,PE,Parana,PR,1,0,2018,22,2018-09-02,16:00:00
Sao Paulo,SP,Fluminense,RJ,1,1,2018,22,2018-09-02,16:00:00
Cruzeiro,MG,Internacional,RS,0,0,2018,22,2018-09-02,19:00:00
Chapecoense,SC,Palmeiras,SP,1,2,2018,22,2018-09-02,19:00:00
Bahia,BA,Sport,PE,2,0,2018,23,2018-09-05,19:30:00
Botafogo,RJ,Cruzeiro,MG,1,1,2018,23,2018-09-05,19:30:00
Ceara,CE,Corinthians,SP,2,1,2018,23,2018-09-05,20:00:00
Parana,PR,Chapecoense,SC,1,1,2018,23,2018-09-05,21:00:00
Palmeiras,SP,Athletico-PR,PR,2,0,2018,23,2018-09-05,21:00:00
Internacional,RS,Flamengo,RJ,2,1,2018,23,2018-09-05,21:45:00
Atletico-MG,MG,Sao Paulo,SP,1,0,2018,23,2018-09-05,21:45:00
Fluminense,RJ,Vitoria,BA,0,0,2018,23,2018-09-06,19:00:00
Santos,SP,Gremio,RS,0,0,2018,23,2018-09-06,19:00:00
America-MG,MG,Vasco,RJ,2,1,2018,23,2018-09-06,20:00:00
Sport,PE,Cruzeiro,MG,0,0,2018,24,2018-09-08,16:00:00
Sao Paulo,SP,Bahia,BA,1,0,2018,24,2018-09-08,19:00:00
Flamengo,RJ,Chapecoense,SC,2,0,2018,24,2018-09-08,21:00:00
Internacional,RS,Gremio,RS,1,0,2018,24,2018-09-09,16:00:00
Palmeiras,SP,Corinthians,SP,1,0,2018,24,2018-09-09,16:00:00
America-MG,MG,Ceara,CE,0,0,2018,24,2018-09-09,16:00:00
Fluminense,RJ,Botafogo,RJ,1,0,2018,24,2018-09-09,16:00:00
Vitoria,BA,Vasco,RJ,1,0,2018,24,2018-09-09,19:00:00
Parana,PR,Santos,SP,0,2,2018,24,2018-09-09,19:00:00
Atletico-MG,MG,Athletico-PR,PR,3,1,2018,24,2018-09-10,20:00:00
Gremio,RS,Parana,PR,2,0,2018,25,2018-09-15,16:00:00
Ceara,CE,Vitoria,BA,2,0,2018,25,2018-09-15,16:00:00
Vasco,RJ,Flamengo,RJ,1,1,2018,25,2018-09-15,19:00:00
Botafogo,RJ,America-MG,MG,1,0,2018,25,2018-09-16,11:00:00
Santos,SP,Sao Paulo,SP,0,0,2018,25,2018-09-16,16:00:00
Cruzeiro,MG,Atletico-MG,MG,0,0,2018,25,2018-09-16,16:00:00
Bahia,BA,Palmeiras,SP,1,1,2018,25,2018-09-16,16:00:00
Athletico-PR,PR,Fluminense,RJ,3,1,2018,25,2018-09-16,16:00:00
Corinthians,SP,Sport,PE,2,1,2018,25,2018-09-16,19:00:00
Chapecoense,SC,Internacional,RS,2,1,2018,25,2018-09-17,20:00:00
Sao Paulo,SP,America-MG,MG,1,1,2018,26,2018-09-22,16:00:00
Gremio,RS,Ceara,CE,3,2,2018,26,2018-09-23,11:00:00
Flamengo,RJ,Atletico-MG,MG,2,1,2018,26,2018-09-23,16:00:00
Athletico-PR,PR,Parana,PR,3,0,2018,26,2018-09-23,16:00:00
Corinthians,SP,Internacional,RS,1,1,2018,26,2018-09-23,16:00:00
Vitoria,BA,Botafogo,RJ,3,4,2018,26,2018-09-23,18:00:00
Sport,PE,Palmeiras,SP,0,1,2018,26,2018-09-23,18:00:00
Cruzeiro,MG,Santos,SP,2,1,2018,26,2018-09-23,19:00:00
Chapecoense,SC,Fluminense,RJ,1,2,2018,26,2018-09-24,20:00:00
Vasco,RJ,Bahia,BA,2,1,2018,26,2018-09-24,20:00:00
Fluminense,RJ,Gremio,RS,0,1,2018,27,2018-09-29,16:00:00
America-MG,MG,Corinthians,SP,0,0,2018,27,2018-09-29,19:00:00
Bahia,BA,Flamengo,RJ,0,0,2018,27,2018-09-29,21:00:00
Palmeiras,SP,Cruzeiro,MG,3,1,2018,27,2018-09-30,11:00:00
Internacional,RS,Vitoria,BA,2,1,2018,27,2018-09-30,16:00:00
Atletico-MG,MG,Sport,PE,5,2,2018,27,2018-09-30,16:00:00
Santos,SP,Athletico-PR,PR,1,0,2018,27,2018-09-30,16:00:00
Botafogo,RJ,Sao Paulo,SP,2,2,2018,27,2018-09-30,16:00:00
Ceara,CE,Chapecoense,SC,3,1,2018,27,2018-09-30,19:00:00
Parana,PR,Vasco,RJ,1,1,2018,27,2018-10-01,20:00:00
Sport,PE,Internacional,RS,2,1,2018,28,2018-10-05,19:00:00
Corinthians,SP,Flamengo,RJ,0,3,2018,28,2018-10-05,21:00:00
Vitoria,BA,Santos,SP,0,1,2018,28,2018-10-05,21:30:00
Athletico-PR,PR,America-MG,MG,4,0,2018,28,2018-10-06,16:00:00
Chapecoense,SC,Atletico-MG,MG,1,0,2018,28,2018-10-06,16:00:00
Sao Paulo,SP,Palmeiras,SP,0,2,2018,28,2018-10-06,18:00:00
Gremio,RS,Bahia,BA,2,2,2018,28,2018-10-06,21:00:00
Fluminense,RJ,Parana,PR,4,0,2018,28,2018-10-08,20:00:00
Botafogo,RJ,Vasco,RJ,1,1,2018,28,2018-10-09,21:00:00
Cruzeiro,MG,Ceara,CE,0,2,2018,28,2018-10-24,19:30:00
Flamengo,RJ,Fluminense,RJ,3,0,2018,29,2018-10-13,17:00:00
Santos,SP,Corinthians,SP,1,0,2018,29,2018-10-13,19:00:00
Bahia,BA,Parana,PR,2,0,2018,29,2018-10-13,21:00:00
Chapecoense,SC,Vitoria,BA,0,1,2018,29,2018-10-14,11:00:00
Palmeiras,SP,Gremio,RS,2,0,2018,29,2018-10-14,16:00:00
Internacional,RS,Sao Paulo,SP,3,1,2018,29,2018-10-14,16:00:00
Vasco,RJ,Cruzeiro,MG,2,0,2018,29,2018-10-14,16:00:00
Athletico-PR,PR,Sport,PE,4,0,2018,29,2018-10-14,19:00:00
Atletico-MG,MG,America-MG,MG,0,0,2018,29,2018-10-14,19:00:00
Ceara,CE,Botafogo,RJ,0,0,2018,29,2018-10-15,20:00:00
Botafogo,RJ,Bahia,BA,0,1,2018,30,2018-10-20,16:00:00
America-MG,MG,Gremio,RS,1,1,2018,30,2018-10-20,16:00:00
Sao Paulo,SP,Athletico-PR,PR,0,0,2018,30,2018-10-20,19:00:00
Sport,PE,Vasco,RJ,2,1,2018,30,2018-10-20,19:00:00
Vitoria,BA,Corinthians,SP,2,2,2018,30,2018-10-21,16:00:00
Fluminense,RJ,Atletico-MG,MG,1,0,2018,30,2018-10-21,16:00:00
Palmeiras,SP,Ceara,CE,2,1,2018,30,2018-10-21,16:00:00
Cruzeiro,MG,Chapecoense,SC,3,0,2018,30,2018-10-21,19:00:00
Parana,PR,Flamengo,RJ,0,4,2018,30,2018-10-21,19:00:00
Internacional,RS,Santos,SP,2,2,2018,30,2018-10-22,20:00:00
Vitoria,BA,Sao Paulo,SP,0,1,2018,31,2018-10-26,19:30:00
Vasco,RJ,Internacional,RS,1,1,2018,31,2018-10-26,21:30:00
Santos,SP,Fluminense,RJ,3,0,2018,31,2018-10-27,16:30:00
Gremio,RS,Sport,PE,3,4,2018,31,2018-10-27,16:30:00
Corinthians,SP,Bahia,BA,2,1,2018,31,2018-10-27,19:00:00
Flamengo,RJ,Palmeiras,SP,1,1,2018,31,2018-10-27,19:00:00
Chapecoense,SC,America-MG,MG,1,0,2018,31,2018-10-27,19:00:00
Cruzeiro,MG,Parana,PR,3,1,2018,31,2018-10-27,21:00:00
Athletico-PR,PR,Botafogo,RJ,2,1,2018,31,2018-10-27,21:00:00
Ceara,CE,Atletico-MG,MG,2,1,2018,31,2018-10-29,20:00:00
Atletico-MG,MG,Gremio,RS,0,1,2018,32,2018-11-03,17:00:00
Fluminense,RJ,Vasco,RJ,0,1,2018,32,2018-11-03,17:00:00
Palmeiras,SP,Santos,SP,3,2,2018,32,2018-11-03,19:00:00
Parana,PR,Vitoria,BA,1,1,2018,32,2018-11-04,17:00:00
America-MG,MG,Cruzeiro,MG,1,2,2018,32,2018-11-04,17:00:00
Sao Paulo,SP,Flamengo,RJ,2,2,2018,32,2018-11-04,17:00:00
Botafogo,RJ,Corinthians,SP,1,0,2018,32,2018-11-04,17:00:00
Bahia,BA,Chapecoense,SC,1,0,2018,32,2018-11-04,19:00:00
Internacional,RS,Athletico-PR,PR,2,1,2018,32,2018-11-04,19:00:00
Sport,PE,Ceara,CE,1,0,2018,32,2018-11-05,20:00:00
America-MG,MG,Parana,PR,0,1,2018,33,2018-11-10,17:00:00
