home_team,home_team_state,away_team,away_team_state,home_goal,away_goal,season,round,data,hora
Internacional,RS,Corinthians,SP,0,1,2016,17,2016-07-31,16:00:00
Coritiba,PR,Flamengo,RJ,0,2,2016,17,2016-07-31,16:00:00
Botafogo,RJ,Palmeiras,SP,3,1,2016,17,2016-07-31,18:30:00
America-MG,MG,Gremio,RS,0,0,2016,17,2016-07-31,18:30:00
Vitoria,BA,Coritiba,PR,3,1,2016,18,2016-08-03,19:30:00
Sport,PE,America-MG,MG,1,1,2016,18,2016-08-03,19:30:00
Santos,SP,Flamengo,RJ,0,0,2016,18,2016-08-03,21:45:00
Athletico-PR,PR,Corinthians,SP,2,0,2016,18,2016-08-03,21:45:00
Ponte Preta,SP,Botafogo,RJ,2,0,2016,18,2016-08-04,19:15:00
Sao Paulo,SP,Atletico-MG,MG,1,2,2016,18,2016-08-04,19:30:00
Gremio,RS,Santa Cruz,PE,0,0,2016,18,2016-08-04,19:30:00
Cruzeiro,MG,Internacional,RS,4,2,2016,18,2016-08-04,21:00:00
Chapecoense,SC,Palmeiras,SP,1,1,2016,18,2016-08-04,21:30:00
Fluminense,RJ,Figueirense,SC,3,2,2016,18,2016-09-03,16:00:00
Flamengo,RJ,Athletico-PR,PR,1,0,2016,19,2016-08-06,18:30:00
America-MG,MG,Santos,SP,1,0,2016,19,2016-08-07,11:00:00
Palmeiras,SP,Vitoria,BA,2,1,2016,19,2016-08-07,16:00:00
Coritiba,PR,Ponte Preta,SP,3,1,2016,19,2016-08-07,16:00:00
Internacional,RS,Fluminense,RJ,2,2,2016,19,2016-08-07,16:15:00
Santa Cruz,PE,Sao Paulo,SP,1,2,2016,19,2016-08-07,16:15:00
Figueirense,SC,Sport,PE,1,1,2016,19,2016-08-07,18:30:00
Atletico-MG,MG,Chapecoense,SC,3,1,2016,19,2016-08-08,20:00:00
Corinthians,SP,Cruzeiro,MG,1,1,2016,19,2016-08-08,21:00:00
Botafogo,RJ,Gremio,RS,2,1,2016,19,2016-09-04,16:00:00
Sport,PE,Flamengo,RJ,1,0,2016,20,2016-08-13,16:00:00
Ponte Preta,SP,Figueirense,SC,2,0,2016,20,2016-08-13,18:30:00
Gremio,RS,Corinthians,SP,3,0,2016,20,2016-08-14,11:00:00
Fluminense,RJ,America-MG,MG,1,0,2016,20,2016-08-14,11:00:00
Cruzeiro,MG,Coritiba,PR,2,2,2016,20,2016-08-14,16:00:00
Santos,SP,Atletico-MG,MG,3,0,2016,20,2016-08-14,16:00:00
Vitoria,BA,Santa Cruz,PE,2,2,2016,20,2016-08-14,16:00:00
Sao Paulo,SP,Botafogo,RJ,0,1,2016,20,2016-08-14,16:15:00
Athletico-PR,PR,Palmeiras,SP,0,1,2016,20,2016-08-14,18:30:00
Chapecoense,SC,Internacional,RS,1,0,2016,20,2016-08-15,20:00:00
America-MG,MG,Chapecoense,SC,1,2,2016,21,2016-08-19,21:30:00
Botafogo,RJ,Sport,PE,3,0,2016,21,2016-08-20,21:00:00
Atletico-MG,MG,Athletico-PR,PR,1,0,2016,21,2016-08-21,11:00:00
Flamengo,RJ,Gremio,RS,2,1,2016,21,2016-08-21,11:00:00
Santa Cruz,PE,Fluminense,RJ,0,1,2016,21,2016-08-21,16:00:00
Internacional,RS,Sao Paulo,SP,1,1,2016,21,2016-08-21,16:00:00
Palmeiras,SP,Ponte Preta,SP,2,2,2016,21,2016-08-21,16:00:00
Coritiba,PR,Santos,SP,2,1,2016,21,2016-08-21,18:00:00
Figueirense,SC,Cruzeiro,MG,1,2,2016,21,2016-08-21,18:30:00
Corinthians,SP,Vitoria,BA,2,1,2016,21,2016-08-22,20:00:00
Ponte Preta,SP,Corinthians,SP,2,0,2016,22,2016-08-27,16:00:00
Cruzeiro,MG,Santa Cruz,PE,2,0,2016,22,2016-08-28,11:00:00
Santos,SP,Figueirense,SC,0,1,2016,22,2016-08-28,11:00:00
Gremio,RS,Atletico-MG,MG,1,1,2016,22,2016-08-28,16:00:00
Chapecoense,SC,Flamengo,RJ,1,3,2016,22,2016-08-28,16:00:00
Fluminense,RJ,Palmeiras,SP,0,2,2016,22,2016-08-28,16:00:00
Sao Paulo,SP,Coritiba,PR,0,0,2016,22,2016-08-28,16:00:00
Vitoria,BA,America-MG,MG,2,1,2016,22,2016-08-28,18:30:00
Sport,PE,Internacional,RS,1,1,2016,22,2016-08-28,18:30:00
Athletico-PR,PR,Botafogo,RJ,1,0,2016,22,2016-08-29,20:00:00
Botafogo,RJ,Fluminense,RJ,1,0,2016,23,2016-09-07,16:00:00
Figueirense,SC,Athletico-PR,PR,1,0,2016,23,2016-09-07,16:00:00
Santa Cruz,PE,Chapecoense,SC,2,2,2016,23,2016-09-07,16:00:00
Atletico-MG,MG,Vitoria,BA,2,1,2016,23,2016-09-07,19:30:00
Flamengo,RJ,Ponte Preta,SP,2,1,2016,23,2016-09-07,21:45:00
Palmeiras,SP,Sao Paulo,SP,2,1,2016,23,2016-09-07,21:45:00
Coritiba,PR,Gremio,RS,4,0,2016,23,2016-09-07,21:45:00
Corinthians,SP,Sport,PE,3,0,2016,23,2016-09-08,19:30:00
Internacional,RS,Santos,SP,2,1,2016,23,2016-09-08,21:00:00
America-MG,MG,Cruzeiro,MG,0,2,2016,23,2016-09-08,21:00:00
Vitoria,BA,Flamengo,RJ,1,2,2016,24,2016-09-10,18:30:00
Sao Paulo,SP,Figueirense,SC,3,1,2016,24,2016-09-11,11:00:00
Chapecoense,SC,Coritiba,PR,1,0,2016,24,2016-09-11,11:00:00
Santos,SP,Corinthians,SP,2,1,2016,24,2016-09-11,16:00:00
Cruzeiro,MG,Botafogo,RJ,0,2,2016,24,2016-09-11,16:00:00
Athletico-PR,PR,Internacional,RS,2,1,2016,24,2016-09-11,16:00:00
Sport,PE,Santa Cruz,PE,5,3,2016,24,2016-09-11,16:00:00
Gremio,RS,Palmeiras,SP,0,0,2016,24,2016-09-11,18:30:00
Ponte Preta,SP,America-MG,MG,1,1,2016,24,2016-09-11,18:30:00
Fluminense,RJ,Atletico-MG,MG,4,2,2016,24,2016-09-12,20:00:00
Figueirense,SC,America-MG,MG,2,2,2016,25,2016-09-14,19:30:00
Botafogo,RJ,Santos,SP,0,1,2016,25,2016-09-14,19:30:00
Santa Cruz,PE,Athletico-PR,PR,1,0,2016,25,2016-09-14,21:00:00
Ponte Preta,SP,Gremio,RS,3,0,2016,25,2016-09-14,21:00:00
Palmeiras,SP,Flamengo,RJ,1,1,2016,25,2016-09-14,21:45:00
Coritiba,PR,Corinthians,SP,1,1,2016,25,2016-09-14,21:45:00
Fluminense,RJ,Chapecoense,SC,1,2,2016,25,2016-09-15,19:30:00
Atletico-MG,MG,Sport,PE,1,0,2016,25,2016-09-15,19:30:00
Internacional,RS,Vitoria,BA,0,1,2016,25,2016-09-15,21:00:00
Sao Paulo,SP,Cruzeiro,MG,1,0,2016,25,2016-09-15,21:00:00
Corinthians,SP,Palmeiras,SP,0,2,2016,26,2016-09-17,16:00:00
Flamengo,RJ,Figueirense,SC,2,0,2016,26,2016-09-18,11:00:00
Sport,PE,Coritiba,PR,0,1,2016,26,2016-09-18,16:00:00
Chapecoense,SC,Ponte Preta,SP,2,2,2016,26,2016-09-18,16:00:00
Cruzeiro,MG,Atletico-MG,MG,1,1,2016,26,2016-09-18,16:00:00
Gremio,RS,Fluminense,RJ,0,1,2016,26,2016-09-18,16:00:00
Athletico-PR,PR,Sao Paulo,SP,1,0,2016,26,2016-09-18,16:00:00
Santos,SP,Santa Cruz,PE,3,2,2016,26,2016-09-18,18:30:00
Vitoria,BA,Botafogo,RJ,0,1,2016,26,2016-09-18,18:30:00
