round,season,hometeam,goalsht,goalsvt,visitingteam,data_partida
3,2010,Palmeiras,4,2,Gremio,2010-05-22
3,2010,Atletico-GO,1,2,Santos,2010-05-22
3,2010,Ceara,1,0,Vitoria,2010-05-23
3,2010,Corinthians,1,0,Fluminense,2010-05-23
3,2010,Atletico-MG,3,1,Athletico-PR,2010-05-23
3,2010,Internacional,0,2,Sao Paulo,2010-05-23
3,2010,Guarani,2,2,Cruzeiro,2010-05-23
3,2010,Avai,2,0,Vasco,2010-05-23
3,2010,Flamengo,3,1,Gremio Prudente,2010-05-23
4,2010,Gremio,3,0,Avai,2010-05-26
4,2010,Fluminense,2,1,Flamengo,2010-05-26
4,2010,Vitoria,4,3,Atletico-MG,2010-05-26
4,2010,Sao Paulo,1,0,Palmeiras,2010-05-26
4,2010,Cruzeiro,1,0,Botafogo,2010-05-26
4,2010,Santos,3,1,Guarani,2010-05-26
4,2010,Gremio Prudente,2,2,Corinthians,2010-05-26
4,2010,Athletico-PR,2,1,Atletico-GO,2010-05-27
4,2010,Vasco,3,2,Internacional,2010-05-27
4,2010,Goias,0,0,Ceara,2010-05-27
5,2010,Flamengo,1,1,Gremio,2010-05-29
5,2010,Avai,0,0,Vitoria,2010-05-29
5,2010,Palmeiras,0,0,Gremio Prudente,2010-05-29
5,2010,Guarani,0,0,Sao Paulo,2010-05-30
5,2010,Corinthians,4,2,Santos,2010-05-30
5,2010,Internacional,4,1,Athletico-PR,2010-05-30
5,2010,Atletico-MG,1,3,Fluminense,2010-05-30
5,2010,Botafogo,1,1,Vasco,2010-05-30
5,2010,Ceara,1,0,Cruzeiro,2010-05-30
5,2010,Atletico-GO,1,3,Goias,2010-05-30
6,2010,Athletico-PR,3,2,Botafogo,2010-06-02
6,2010,Gremio Prudente,1,0,Atletico-GO,2010-06-02
6,2010,Fluminense,2,1,Vitoria,2010-06-02
6,2010,Ceara,2,0,Avai,2010-06-02
6,2010,Palmeiras,0,1,Flamengo,2010-06-02
6,2010,Cruzeiro,0,0,Santos,2010-06-02
6,2010,Goias,2,1,Sao Paulo,2010-06-02
6,2010,Gremio,2,1,Atletico-MG,2010-06-03
6,2010,Corinthians,2,0,Internacional,2010-06-03
6,2010,Vasco,0,1,Guarani,2010-06-03
7,2010,Avai,0,3,Fluminense,2010-06-05
7,2010,Vitoria,1,0,Athletico-PR,2010-06-05
7,2010,Flamengo,1,2,Goias,2010-06-05
7,2010,Botafogo,2,2,Corinthians,2010-06-06
7,2010,Sao Paulo,3,1,Gremio,2010-06-06
7,2010,Atletico-MG,0,1,Ceara,2010-06-06
7,2010,Santos,4,0,Vasco,2010-06-06
7,2010,Internacional,1,1,Palmeiras,2010-06-06
7,2010,Atletico-GO,2,1,Cruzeiro,2010-06-06
7,2010,Guarani,1,0,Gremio Prudente,2010-06-06
8,2010,Athletico-PR,0,2,Cruzeiro,2010-07-14
8,2010,Gremio,1,1,Vitoria,2010-07-14
8,2010,Sao Paulo,1,2,Avai,2010-07-14
8,2010,Flamengo,1,0,Botafogo,2010-07-14
8,2010,Goias,0,0,Vasco,2010-07-14
8,2010,Guarani,0,3,Internacional,2010-07-14
8,2010,Ceara,0,0,Corinthians,2010-07-14
8,2010,Atletico-MG,3,2,Atletico-GO,2010-07-15
8,2010,Palmeiras,2,1,Santos,2010-07-15
8,2010,Fluminense,1,1,Gremio Prudente,2010-07-15
9,2010,Vitoria,3,2,Sao Paulo,2010-07-17
9,2010,Vasco,3,1,Athletico-PR,2010-07-17
9,2010,Atletico-GO,0,1,Flamengo,2010-07-18
9,2010,Internacional,2,1,Ceara,2010-07-18
9,2010,Corinthians,1,0,Atletico-MG,2010-07-18
9,2010,Avai,4,2,Palmeiras,2010-07-18
9,2010,Botafogo,1,1,Guarani,2010-07-18
9,2010,Santos,0,1,Fluminense,2010-07-18
9,2010,Gremio Prudente,2,0,Gremio,2010-07-18
9,2010,Cruzeiro,1,0,Goias,2010-07-18
10,2010,Sao Paulo,1,1,Gremio Prudente,2010-07-21
10,2010,Atletico-MG,1,2,Internacional,2010-07-21
10,2010,Vitoria,2,2,Goias,2010-07-21
10,2010,Flamengo,1,1,Avai,2010-07-21
10,2010,Gremio,1,1,Vasco,2010-07-21
10,2010,Athletico-PR,2,0,Santos,2010-07-21
10,2010,Atletico-GO,3,1,Corinthians,2010-07-21
10,2010,Fluminense,1,0,Cruzeiro,2010-07-22
10,2010,Palmeiras,2,2,Botafogo,2010-07-22
10,2010,Guarani,1,1,Ceara,2010-07-22
11,2010,Avai,0,0,Atletico-MG,2010-07-24
11,2010,Vasco,2,0,Atletico-GO,2010-07-24
11,2010,Gremio Prudente,0,0,Vitoria,2010-07-24
11,2010,Santos,1,0,Sao Paulo,2010-07-25
11,2010,Cruzeiro,2,2,Gremio,2010-07-25
11,2010,Goias,0,2,Athletico-PR,2010-07-25
11,2010,Internacional,1,0,Flamengo,2010-07-25
11,2010,Corinthians,3,1,Guarani,2010-07-25
11,2010,Botafogo,1,1,Fluminense,2010-07-25
11,2010,Ceara,0,0,Palmeiras,2010-07-25
12,2010,Atletico-GO,1,1,Guarani,2010-07-31
12,2010,Sao Paulo,2,1,Ceara,2010-07-31
12,2010,Fluminense,3,1,Athletico-PR,2010-07-31
12,2010,Avai,4,1,Goias,2010-08-01
12,2010,Internacional,0,0,Gremio,2010-08-01
12,2010,Palmeiras,1,1,Corinthians,2010-08-01
12,2010,Vitoria,1,3,Botafogo,2010-08-01
12,2010,Flamengo,0,0,Vasco,2010-08-01
12,2010,Atletico-MG,0,1,Cruzeiro,2010-08-01
12,2010,Gremio Prudente,1,2,Santos,2010-08-01
13,2010,Guarani,4,1,Avai,2010-08-07
13,2010,Botafogo,3,0,Atletico-MG,2010-08-07
13,2010,Corinthians,1,0,Flamengo,2010-08-08
13,2010,Goias,1,1,Palmeiras,2010-08-08
13,2010,Ceara,0,0,Atletico-GO,2010-08-08
13,2010,Gremio,1,2,Fluminense,2010-08-08
13,2010,Athletico-PR,1,1,Sao Paulo,2010-08-08
13,2010,Cruzeiro,0,0,Gremio Prudente,2010-08-08
13,2010,Vasco,1,0,Vitoria,2010-08-08
13,2010,Santos,1,0,Internacional,2010-10-13
14,2010,Palmeiras,2,0,Athletico-PR,2010-08-14
14,2010,Atletico-GO,0,2,Botafogo,2010-08-14
14,2010,Flamengo,1,0,Ceara,2010-08-14
14,2010,Atletico-MG,3,1,Guarani,2010-08-14
14,2010,Avai,3,2,Corinthians,2010-08-15
14,2010,Fluminense,3,0,Internacional,2010-08-15
14,2010,Sao Paulo,2,2,Cruzeiro,2010-08-15
14,2010,Gremio Prudente,1,2,Vasco,2010-08-15
14,2010,Vitoria,4,2,Santos,2010-08-15
14,2010,Gremio,2,0,Goias,2010-08-15
15,2010,Botafogo,1,0,Avai,2010-08-21
15,2010,Goias,1,2,Gremio Prudente,2010-08-21
15,2010,Ceara,2,1,Gremio,2010-08-21
15,2010,Santos,2,0,Atletico-MG,2010-08-22
15,2010,Guarani,0,0,Palmeiras,2010-08-22
15,2010,Athletico-PR,1,0,Flamengo,2010-08-22
15,2010,Internacional,1,1,Atletico-GO,2010-08-22
15,2010,Vasco,2,2,Fluminense,2010-08-22
15,2010,Corinthians,3,0,Sao Paulo,2010-08-22
15,2010,Cruzeiro,0,1,Vitoria,2010-08-22
16,2010,Avai,0,1,Internacional,2010-08-25
16,2010,Goias,0,3,Fluminense,2010-08-25
16,2010,Botafogo,1,0,Ceara,2010-08-25
16,2010,Gremio Prudente,0,1,Athletico-PR,2010-08-25
16,2010,Gremio,1,2,Santos,2010-08-25
16,2010,Cruzeiro,1,0,Corinthians,2010-08-25
16,2010,Sao Paulo,0,0,Vasco,2010-08-25
16,2010,Palmeiras,0,3,Atletico-GO,2010-08-26
16,2010,Flamengo,0,0,Atletico-MG,2010-08-26
16,2010,Vitoria,1,1,Guarani,2010-08-26
17,2010,Vasco,1,1,Cruzeiro,2010-08-28
17,2010,Internacional,1,0,Botafogo,2010-08-28
17,2010,Santos,2,0,Goias,2010-08-28
17,2010,Ceara,2,2,Gremio Prudente,2010-08-28
17,2010,Corinthians,2,1,Vitoria,2010-08-29
17,2010,Atletico-MG,1,2,Palmeiras,2010-08-29
17,2010,Guarani,2,1,Flamengo,2010-08-29
17,2010,Athletico-PR,1,1,Gremio,2010-08-29
17,2010,Fluminense,2,2,Sao Paulo,2010-08-29
17,2010,Atletico-GO,2,2,Avai,2010-08-29
18,2010,Gremio Prudente,0,1,Botafogo,2010-09-01
18,2010,Vitoria,0,0,Internacional,2010-09-01
18,2010,Gremio,1,0,Guarani,2010-09-01
18,2010,Goias,1,3,Atletico-MG,2010-09-01
18,2010,Cruzeiro,1,0,Flamengo,2010-09-01
18,2010,Athletico-PR,2,1,Ceara,2010-09-01
18,2010,Fluminense,1,1,Palmeiras,2010-09-02
18,2010,Sao Paulo,2,1,Atletico-GO,2010-09-02
18,2010,Santos,2,1,Avai,2010-09-02
18,2010,Vasco,2,0,Corinthians,2010-10-13
19,2010,Corinthians,5,1,Goias,2010-09-04
19,2010,Ceara,0,2,Vasco,2010-09-04
19,2010,Botafogo,2,2,Gremio,2010-09-04
19,2010,Avai,0,1,Athletico-PR,2010-09-05
19,2010,Palmeiras,2,3,Cruzeiro,2010-09-05
19,2010,Guarani,2,1,Fluminense,2010-09-05
19,2010,Flamengo,0,0,Santos,2010-09-05
19,2010,Atletico-GO,4,1,Vitoria,2010-09-05
19,2010,Internacional,2,0,Gremio Prudente,2010-09-05
19,2010,Atletico-MG,2,3,Sao Paulo,2010-09-05
20,2010,Goias,3,1,Guarani,2010-09-08
20,2010,Cruzeiro,1,0,Internacional,2010-09-08
20,2010,Fluminense,3,1,Ceara,2010-09-08
20,2010,Gremio,2,0,Atletico-GO,2010-09-08
20,2010,Athletico-PR,1,1,Corinthians,2010-09-08
20,2010,Sao Paulo,2,0,Flamengo,2010-09-08
20,2010,Vitoria,1,1,Palmeiras,2010-09-08
20,2010,Vasco,1,1,Atletico-MG,2010-09-09
20,2010,Santos,0,1,Botafogo,2010-09-09
20,2010,Gremio Prudente,1,1,Avai,2010-09-09
21,2010,Flamengo,2,2,Vitoria,2010-09-11
21,2010,Atletico-GO,2,1,Fluminense,2010-09-11
21,2010,Corinthians,0,1,Gremio,2010-09-11
21,2010,Palmeiras,0,0,Vasco,2010-09-12
21,2010,Atletico-MG,1,0,Gremio Prudente,2010-09-12
21,2010,Botafogo,2,0,Sao Paulo,2010-09-12
21,2010,Avai,1,2,Cruzeiro,2010-09-12
21,2010,Internacional,0,0,Goias,2010-09-12
21,2010,Ceara,2,1,Santos,2010-09-12
21,2010,Guarani,1,0,Athletico-PR,2010-09-12
22,2010,Goias,4,1,Botafogo,2010-09-15
22,2010,Santos,4,2,Atletico-GO,2010-09-15
22,2010,Gremio,1,2,Palmeiras,2010-09-15
22,2010,Cruzeiro,4,2,Guarani,2010-09-15
22,2010,Athletico-PR,2,1,Atletico-MG,2010-09-15
22,2010,Fluminense,1,2,Corinthians,2010-09-15
22,2010,Vitoria,0,0,Ceara,2010-09-15
22,2010,Gremio Prudente,1,2,Flamengo,2010-09-15
22,2010,Sao Paulo,1,3,Internacional,2010-09-16
22,2010,Vasco,1,1,Avai,2010-09-16
23,2010,Atletico-GO,1,2,Athletico-PR,2010-09-18
23,2010,Corinthians,3,0,Gremio Prudente,2010-09-18
23,2010,Botafogo,2,2,Cruzeiro,2010-09-18
23,2010,Atletico-MG,2,3,Vitoria,2010-09-19
23,2010,Guarani,0,0,Santos,2010-09-19
23,2010,Internacional,1,0,Vasco,2010-09-19
23,2010,Palmeiras,0,2,Sao Paulo,2010-09-19
23,2010,Avai,0,3,Gremio,2010-09-19
23,2010,Flamengo,3,3,Fluminense,2010-09-19
23,2010,Ceara,1,1,Goias,2010-09-19
24,2010,Gremio Prudente,0,1,Palmeiras,2010-09-22
24,2010,Sao Paulo,2,1,Guarani,2010-09-22
24,2010,Goias,1,3,Atletico-GO,2010-09-22
24,2010,Cruzeiro,2,0,Ceara,2010-09-22
24,2010,Vasco,2,2,Botafogo,2010-09-22
24,2010,Athletico-PR,1,0,Internacional,2010-09-22
24,2010,Gremio,2,2,Flamengo,2010-09-22
24,2010,Santos,2,3,Corinthians,2010-09-22
24,2010,Fluminense,5,1,Atletico-MG,2010-09-23
24,2010,Vitoria,3,0,Avai,2010-09-23
25,2010,Atletico-GO,3,0,Gremio Prudente,2010-09-25
25,2010,Sao Paulo,0,3,Goias,2010-09-25
25,2010,Santos,4,1,Cruzeiro,2010-09-25
25,2010,Guarani,1,0,Vasco,2010-09-25
25,2010,Flamengo,1,3,Palmeiras,2010-09-25
25,2010,Botafogo,1,1,Athletico-PR,2010-09-26
25,2010,Vitoria,1,2,Fluminense,2010-09-26
25,2010,Internacional,3,2,Corinthians,2010-09-26
25,2010,Avai,5,0,Ceara,2010-09-26
25,2010,Atletico-MG,1,2,Gremio,2010-09-26
26,2010,Vasco,3,1,Santos,2010-09-28
26,2010,Goias,1,1,Flamengo,2010-09-28
26,2010,Gremio Prudente,4,2,Guarani,2010-09-29
26,2010,Cruzeiro,3,0,Atletico-GO,2010-09-29
26,2010,Athletico-PR,1,0,Vitoria,2010-09-29
26,2010,Palmeiras,2,0,Internacional,2010-09-29
26,2010,Fluminense,1,0,Avai,2010-09-29
26,2010,Gremio,4,2,Sao Paulo,2010-09-29
26,2010,Ceara,0,0,Atletico-MG,2010-09-29
26,2010,Corinthians,1,1,Botafogo,2010-09-29
27,2010,Vasco,3,2,Goias,2010-10-01
27,2010,Santos,1,1,Palmeiras,2010-10-02
27,2010,Vitoria,0,3,Gremio,2010-10-02
27,2010,Gremio Prudente,1,1,Fluminense,2010-10-02
27,2010,Corinthians,2,2,Ceara,2010-10-02
27,2010,Cruzeiro,0,0,Athletico-PR,2010-10-02
27,2010,Botafogo,1,1,Flamengo,2010-10-02
27,2010,Internacional,3,0,Guarani,2010-10-02
27,2010,Atletico-GO,2,3,Atletico-MG,2010-10-02
27,2010,Avai,0,0,Sao Paulo,2010-10-02
28,2010,Fluminense,0,3,Santos,2010-10-06
28,2010,Guarani,1,1,Botafogo,2010-10-06
28,2010,Gremio,4,0,Gremio Prudente,2010-10-06
28,2010,Sao Paulo,2,0,Vitoria,2010-10-06
28,2010,Ceara,1,0,Internacional,2010-10-06
28,2010,Athletico-PR,0,0,Vasco,2010-10-06
28,2010,Atletico-MG,2,1,Corinthians,2010-10-06
28,2010,Palmeiras,4,1,Avai,2010-10-07
28,2010,Flamengo,2,0,Atletico-GO,2010-10-07
28,2010,Goias,0,1,Cruzeiro,2010-10-07
29,2010,Gremio Prudente,2,3,Sao Paulo,2010-10-09
29,2010,Santos,2,0,Athletico-PR,2010-10-09
29,2010,Vasco,3,3,Gremio,2010-10-09
29,2010,Corinthians,3,4,Atletico-GO,2010-10-10
29,2010,Avai,2,2,Flamengo,2010-10-10
29,2010,Botafogo,0,0,Palmeiras,2010-10-10
29,2010,Cruzeiro,1,0,Fluminense,2010-10-10
29,2010,Goias,1,0,Vitoria,2010-10-10
29,2010,Internacional,1,0,Atletico-MG,2010-10-10
29,2010,Ceara,2,0,Guarani,2010-10-10
30,2010,Flamengo,3,0,Internacional,2010-10-16
30,2010,Athletico-PR,2,1,Goias,2010-10-16
30,2010,Atletico-MG,2,0,Avai,2010-10-17
30,2010,Atletico-GO,2,0,Vasco,2010-10-17
30,2010,Guarani,0,0,Corinthians,2010-10-17
30,2010,Gremio,2,1,Cruzeiro,2010-10-17
30,2010,Vitoria,2,0,Gremio Prudente,2010-10-17
30,2010,Palmeiras,1,1,Ceara,2010-10-17
30,2010,Fluminense,0,0,Botafogo,2010-10-17
30,2010,Sao Paulo,4,3,Santos,2010-10-17
31,2010,Guarani,0,1,Atletico-GO,2010-10-23
31,2010,Botafogo,1,0,Vitoria,2010-10-23
31,2010,Corinthians,1,0,Palmeiras,2010-10-24
31,2010,Ceara,2,0,Sao Paulo,2010-10-24
31,2010,Goias,1,0,Avai,2010-10-24
31,2010,Athletico-PR,2,2,Fluminense,2010-10-24
31,2010,Santos,2,3,Gremio Prudente,2010-10-24
31,2010,Gremio,2,2,Internacional,2010-10-24
31,2010,Cruzeiro,3,4,Atletico-MG,2010-10-24
31,2010,Vasco,1,1,Flamengo,2010-10-24
32,2010,Flamengo,1,1,Corinthians,2010-10-27
32,2010,Atletico-GO,1,1,Ceara,2010-10-28
32,2010,Sao Paulo,2,1,Athletico-PR,2010-10-28
32,2010,Fluminense,2,0,Gremio,2010-10-28
32,2010,Internacional,1,1,Santos,2010-10-30
32,2010,Vitoria,4,2,Vasco,2010-10-30
32,2010,Atletico-MG,0,2,Botafogo,2010-10-30
32,2010,Palmeiras,3,2,Goias,2010-10-30
32,2010,Avai,1,0,Guarani,2010-10-30
32,2010,Gremio Prudente,0,2,Cruzeiro,2010-10-30
33,2010,Santos,1,1,Vitoria,2010-11-03
33,2010,Goias,0,2,Gremio,2010-11-03
33,2010,Botafogo,3,2,Atletico-GO,2010-11-03
33,2010,Internacional,0,0,Fluminense,2010-11-03
33,2010,Guarani,0,0,Atletico-MG,2010-11-03
33,2010,Cruzeiro,0,2,Sao Paulo,2010-11-03
33,2010,Corinthians,4,0,Avai,2010-11-03
33,2010,Ceara,2,2,Flamengo,2010-11-03
33,2010,Athletico-PR,1,0,Palmeiras,2010-11-04
33,2010,Vasco,2,1,Gremio Prudente,2010-11-04
34,2010,Gremio,5,1,Ceara,2010-11-06
34,2010,Atletico-GO,2,2,Internacional,2010-11-06
34,2010,Atletico-MG,2,2,Santos,2010-11-06
34,2010,Avai,0,0,Botafogo,2010-11-07
34,2010,Sao Paulo,0,2,Corinthians,2010-11-07
34,2010,Vitoria,0,1,Cruzeiro,2010-11-07
34,2010,Gremio Prudente,4,1,Goias,2010-11-07
34,2010,Palmeiras,1,0,Guarani,2010-11-07
34,2010,Fluminense,1,0,Vasco,2010-11-07
34,2010,Flamengo,0,1,Athletico-PR,2010-11-07
35,2010,Ceara,2,2,Botafogo,2010-11-10
35,2010,Santos,0,0,Gremio,2010-11-13
35,2010,Corinthians,1,0,Cruzeiro,2010-11-13
35,2010,Atletico-MG,4,1,Flamengo,2010-11-13
35,2010,Atletico-GO,3,0,Palmeiras,2010-11-14
35,2010,Fluminense,1,1,Goias,2010-11-14
35,2010,Guarani,1,1,Vitoria,2010-11-14
35,2010,Internacional,2,3,Avai,2010-11-14
35,2010,Vasco,1,1,Sao Paulo,2010-11-14
35,2010,Athletico-PR,2,1,Gremio Prudente,2010-11-14
36,2010,Flamengo,2,1,Guarani,2010-11-20
36,2010,Gremio,3,1,Athletico-PR,2010-11-20
36,2010,Gremio Prudente,1,1,Ceara,2010-11-20
36,2010,Sao Paulo,1,4,Fluminense,2010-11-21
36,2010,Botafogo,1,2,Internacional,2010-11-21
36,2010,Vitoria,1,1,Corinthians,2010-11-21
36,2010,Palmeiras,0,2,Atletico-MG,2010-11-21
36,2010,Goias,1,4,Santos,2010-11-21
36,2010,Avai,3,0,Atletico-GO,2010-11-21
36,2010,Cruzeiro,3,1,Vasco,2010-11-21
37,2010,Internacional,1,1,Vitoria,2010-11-28
37,2010,Guarani,0,3,Gremio,2010-11-28
37,2010,Palmeiras,1,2,Fluminense,2010-11-28
37,2010,Avai,3,2,Santos,2010-11-28
37,2010,Atletico-GO,1,1,Sao Paulo,2010-11-28
37,2010,Atletico-MG,3,1,Goias,2010-11-28
37,2010,Flamengo,1,2,Cruzeiro,2010-11-28
37,2010,Botafogo,3,1,Gremio Prudente,2010-11-28
37,2010,Corinthians,2,0,Vasco,2010-11-28
37,2010,Ceara,1,1,Athletico-PR,2010-11-28
38,2010,Gremio Prudente,0,3,Internacional,2010-12-02
38,2010,Athletico-PR,1,0,Avai,2010-12-05
38,2010,Vasco,2,0,Ceara,2010-12-05
38,2010,Goias,1,1,Corinthians,2010-12-05
38,2010,Cruzeiro,2,1,Palmeiras,2010-12-05
38,2010,Santos,0,0,Flamengo,2010-12-05
38,2010,Fluminense,1,0,Guarani,2010-12-05
38,2010,Vitoria,0,0,Atletico-GO,2010-12-05
38,2010,Sao Paulo,4,0,Atletico-MG,2010-12-05
38,2010,Gremio,3,0,Botafogo,2010-12-05
1,2011,Flamengo,4,0,Avai,2011-05-21
1,2011,Atletico-MG,3,0,Athletico-PR,2011-05-21
1,2011,Ceara,1,3,Vasco,2011-05-21
1,2011,Santos,1,1,Internacional,2011-05-21
1,2011,Coritiba,0,1,Atletico-GO,2011-05-22
1,2011,Palmeiras,1,0,Botafogo,2011-05-22
1,2011,Figueirense,1,0,Cruzeiro,2011-05-22
1,2011,Gremio,1,2,Corinthians,2011-05-22
1,2011,America-MG,2,1,Bahia,2011-05-22
1,2011,Fluminense,0,2,Sao Paulo,2011-05-22
2,2011,Avai,1,3,Atletico-MG,2011-05-28
2,2011,Internacional,0,1,Ceara,2011-05-28
2,2011,Botafogo,1,0,Santos,2011-05-28
2,2011,Sao Paulo,1,0,Figueirense,2011-05-28
2,2011,Cruzeiro,1,1,Palmeiras,2011-05-29
2,2011,Bahia,3,3,Flamengo,2011-05-29
2,2011,Corinthians,2,1,Coritiba,2011-05-29
2,2011,Athletico-PR,0,1,Gremio,2011-05-29
2,2011,Atletico-GO,0,1,Fluminense,2011-05-29
2,2011,Vasco,3,0,America-MG,2011-05-29
3,2011,Fluminense,2,1,Cruzeiro,2011-06-04
3,2011,Ceara,2,2,Botafogo,2011-06-04
3,2011,Palmeiras,1,0,Athletico-PR,2011-06-04
3,2011,Figueirense,2,0,Atletico-GO,2011-06-04
3,2011,Gremio,2,0,Bahia,2011-06-05
3,2011,Flamengo,1,1,Corinthians,2011-06-05
3,2011,Coritiba,5,1,Vasco,2011-06-05
3,2011,Santos,3,1,Avai,2011-06-05
3,2011,America-MG,2,4,Internacional,2011-06-05
3,2011,Atletico-MG,0,1,Sao Paulo,2011-06-08
4,2011,Avai,2,2,America-MG,2011-06-11
4,2011,Cruzeiro,1,1,Santos,2011-06-11
4,2011,Sao Paulo,3,1,Gremio,2011-06-11
4,2011,Vasco,1,1,Figueirense,2011-06-11
4,2011,Internacional,2,2,Palmeiras,2011-06-12
4,2011,Bahia,1,1,Atletico-MG,2011-06-12
4,2011,Atletico-GO,4,1,Ceara,2011-06-12
4,2011,Corinthians,2,0,Fluminense,2011-06-12
4,2011,Athletico-PR,1,1,Flamengo,2011-06-12
4,2011,Botafogo,3,1,Coritiba,2011-06-12
5,2011,America-MG,1,1,Cruzeiro,2011-06-18
5,2011,Fluminense,0,1,Bahia,2011-06-18
5,2011,Figueirense,2,0,Athletico-PR,2011-06-19
5,2011,Gremio,1,1,Vasco,2011-06-19
5,2011,Palmeiras,5,0,Avai,2011-06-19
5,2011,Ceara,0,2,Sao Paulo,2011-06-19
5,2011,Flamengo,0,0,Botafogo,2011-06-19
5,2011,Atletico-MG,2,2,Atletico-GO,2011-06-18
5,2011,Coritiba,1,1,Internacional,2011-06-18
5,2011,Santos,0,0,Corinthians,2011-08-10
6,2011,Athletico-PR,0,2,Bahia,2011-06-25
6,2011,Flamengo,4,1,Atletico-MG,2011-06-25
6,2011,Cruzeiro,2,1,Coritiba,2011-06-25
6,2011,Ceara,2,0,Palmeiras,2011-06-26
6,2011,Botafogo,2,1,Gremio,2011-06-26
6,2011,Corinthians,5,0,Sao Paulo,2011-06-26
6,2011,Avai,0,1,Fluminense,2011-06-26
6,2011,Atletico-GO,0,1,Vasco,2011-06-26
6,2011,Internacional,4,1,Figueirense,2011-06-26
6,2011,Santos,1,0,America-MG,2011-07-02
7,2011,Gremio,2,2,Avai,2011-06-29
7,2011,Vasco,0,3,Cruzeiro,2011-06-29
7,2011,America-MG,2,3,Flamengo,2011-06-29
7,2011,Figueirense,2,1,Santos,2011-06-29
7,2011,Sao Paulo,0,2,Botafogo,2011-06-29
7,2011,Bahia,0,1,Corinthians,2011-06-29
7,2011,Palmeiras,2,0,Atletico-GO,2011-06-30
7,2011,Coritiba,3,1,Ceara,2011-06-30
7,2011,Fluminense,3,1,Athletico-PR,2011-06-30
7,2011,Atletico-MG,0,4,Internacional,2011-06-30
8,2011,Internacional,1,0,Athletico-PR,2011-07-06
8,2011,Avai,2,2,Bahia,2011-07-06
8,2011,Cruzeiro,2,0,Gremio,2011-07-06
8,2011,Corinthians,2,1,Vasco,2011-07-06
8,2011,Flamengo,1,0,Sao Paulo,2011-07-06
8,2011,Ceara,3,0,Atletico-MG,2011-07-06
8,2011,Coritiba,3,0,Figueirense,2011-07-07
8,2011,Botafogo,1,1,Atletico-GO,2011-07-07
8,2011,America-MG,1,1,Palmeiras,2011-07-07
8,2011,Santos,2,1,Fluminense,2011-08-24
9,2011,Vasco,2,0,Internacional,2011-07-09
9,2011,Sao Paulo,2,1,Cruzeiro,2011-07-09
9,2011,Athletico-PR,0,0,Avai,2011-07-09
9,2011,Gremio,2,0,Coritiba,2011-07-10
9,2011,Atletico-GO,0,1,Corinthians,2011-07-10
9,2011,Fluminense,0,1,Flamengo,2011-07-10
9,2011,Bahia,1,1,Botafogo,2011-07-10
9,2011,Palmeiras,3,0,Santos,2011-07-10
9,2011,Atletico-MG,2,0,America-MG,2011-07-10
9,2011,Figueirense,1,1,Ceara,2011-07-10
10,2011,Coritiba,3,1,Fluminense,2011-07-16
10,2011,Atletico-GO,0,1,Avai,2011-07-16
10,2011,Vasco,2,1,Athletico-PR,2011-07-16
10,2011,Santos,2,1,Atletico-MG,2011-07-16
10,2011,Ceara,4,0,America-MG,2011-07-17
10,2011,Cruzeiro,2,1,Bahia,2011-07-17
10,2011,Internacional,0,3,Sao Paulo,2011-07-17
10,2011,Figueirense,0,0,Gremio,2011-07-20
10,2011,Botafogo,0,2,Corinthians,2011-07-20
10,2011,Palmeiras,0,0,Flamengo,2011-07-20
11,2011,Avai,1,3,Internacional,2011-07-21
11,2011,Athletico-PR,2,1,Botafogo,2011-07-23
11,2011,Sao Paulo,2,2,Atletico-GO,2011-07-23
11,2011,America-MG,0,0,Figueirense,2011-07-23
11,2011,Flamengo,1,1,Ceara,2011-07-23
11,2011,Atletico-MG,1,2,Vasco,2011-07-24
11,2011,Corinthians,0,1,Cruzeiro,2011-07-24
11,2011,Bahia,0,0,Coritiba,2011-07-24
11,2011,Fluminense,1,0,Palmeiras,2011-07-24
11,2011,Gremio,1,0,Santos,2011-10-05
12,2011,Corinthians,1,0,Internacional,2011-07-14
12,2011,Atletico-GO,2,0,Cruzeiro,2011-07-27
12,2011,Atletico-MG,1,0,Fluminense,2011-07-27
12,2011,Botafogo,2,1,Avai,2011-07-27
12,2011,Gremio,1,1,America-MG,2011-07-27
12,2011,Santos,4,5,Flamengo,2011-07-27
12,2011,Coritiba,3,4,Sao Paulo,2011-07-27
12,2011,Figueirense,0,1,Palmeiras,2011-07-27
12,2011,Vasco,1,1,Bahia,2011-07-28
12,2011,Ceara,2,1,Athletico-PR,2011-07-28
13,2011,Cruzeiro,0,1,Botafogo,2011-07-30
13,2011,Flamengo,2,0,Gremio,2011-07-30
13,2011,Palmeiras,3,2,Atletico-MG,2011-07-30
13,2011,Fluminense,4,0,Ceara,2011-07-31
13,2011,Avai,3,2,Corinthians,2011-07-31
13,2011,Internacional,0,0,Atletico-GO,2011-07-31
13,2011,Sao Paulo,0,2,Vasco,2011-07-31
13,2011,Bahia,3,1,Figueirense,2011-07-31
13,2011,America-MG,1,3,Coritiba,2011-07-31
13,2011,Athletico-PR,3,2,Santos,2011-07-31
14,2011,Ceara,0,3,Avai,2011-08-03
14,2011,Figueirense,2,0,Botafogo,2011-08-03
14,2011,Gremio,2,2,Atletico-MG,2011-08-03
14,2011,Corinthians,2,1,America-MG,2011-08-03
14,2011,Cruzeiro,0,1,Flamengo,2011-08-03
