round,season,hometeam,goalsht,goalsvt,visitingteam,data_partida
32,2017,Santos,3,1,Atletico-MG,2017-11-04
32,2017,Atletico-GO,0,1,Sao Paulo,2017-11-04
32,2017,Botafogo,1,2,Fluminense,2017-11-04
32,2017,Coritiba,4,0,Avai,2017-11-04
32,2017,Gremio,3,1,Flamengo,2017-11-05
32,2017,Corinthians,3,2,Palmeiras,2017-11-05
32,2017,Cruzeiro,1,0,Athletico-PR,2017-11-05
32,2017,Bahia,2,0,Ponte Preta,2017-11-05
32,2017,Chapecoense,1,1,Sport,2017-11-05
32,2017,Vasco,1,1,Vitoria,2017-11-05
33,2017,Ponte Preta,0,1,Gremio,2017-11-08
33,2017,Avai,1,2,Bahia,2017-11-08
33,2017,Athletico-PR,0,1,Corinthians,2017-11-08
33,2017,Sport,1,2,Botafogo,2017-11-08
33,2017,Vitoria,3,1,Palmeiras,2017-11-08
33,2017,Santos,1,2,Vasco,2017-11-08
33,2017,Flamengo,2,0,Cruzeiro,2017-11-08
33,2017,Sao Paulo,2,2,Chapecoense,2017-11-09
33,2017,Atletico-MG,3,2,Atletico-GO,2017-11-09
33,2017,Fluminense,2,2,Coritiba,2017-11-09
34,2017,Botafogo,0,1,Athletico-PR,2017-11-11
34,2017,Corinthians,1,0,Avai,2017-11-11
34,2017,Atletico-GO,2,0,Sport,2017-11-12
34,2017,Gremio,1,1,Vitoria,2017-11-12
34,2017,Vasco,1,1,Sao Paulo,2017-11-12
34,2017,Palmeiras,2,0,Flamengo,2017-11-12
34,2017,Bahia,2,2,Atletico-MG,2017-11-12
34,2017,Coritiba,1,1,Ponte Preta,2017-11-12
34,2017,Cruzeiro,3,1,Fluminense,2017-11-12
34,2017,Chapecoense,2,0,Santos,2017-11-13
35,2017,Ponte Preta,2,1,Athletico-PR,2017-11-15
35,2017,Gremio,1,0,Sao Paulo,2017-11-15
35,2017,Cruzeiro,2,2,Avai,2017-11-15
35,2017,Corinthians,3,1,Fluminense,2017-11-15
35,2017,Vasco,1,1,Atletico-MG,2017-11-15
35,2017,Botafogo,1,2,Atletico-GO,2017-11-16
35,2017,Palmeiras,5,1,Sport,2017-11-16
35,2017,Chapecoense,2,1,Vitoria,2017-11-16
35,2017,Bahia,3,1,Santos,2017-11-16
35,2017,Coritiba,1,0,Flamengo,2017-11-16
36,2017,Sport,1,0,Bahia,2017-11-19
36,2017,Sao Paulo,0,0,Botafogo,2017-11-19
36,2017,Atletico-GO,1,1,Chapecoense,2017-11-19
36,2017,Vitoria,1,1,Cruzeiro,2017-11-19
36,2017,Flamengo,3,0,Corinthians,2017-11-19
36,2017,Santos,1,0,Gremio,2017-11-19
36,2017,Athletico-PR,3,1,Vasco,2017-11-19
36,2017,Atletico-MG,3,0,Coritiba,2017-11-19
36,2017,Fluminense,2,0,Ponte Preta,2017-11-20
36,2017,Avai,2,1,Palmeiras,2017-11-20
37,2017,Fluminense,1,2,Sport,2017-11-25
37,2017,Coritiba,1,2,Sao Paulo,2017-11-26
37,2017,Avai,1,0,Athletico-PR,2017-11-26
37,2017,Ponte Preta,2,3,Vitoria,2017-11-26
37,2017,Gremio,1,1,Atletico-GO,2017-11-26
37,2017,Corinthians,2,2,Atletico-MG,2017-11-26
37,2017,Cruzeiro,0,1,Vasco,2017-11-26
37,2017,Flamengo,1,2,Santos,2017-11-26
37,2017,Bahia,0,1,Chapecoense,2017-11-26
37,2017,Palmeiras,2,0,Botafogo,2017-11-27
38,2017,Sport,1,0,Corinthians,2017-12-03
38,2017,Vitoria,1,2,Flamengo,2017-12-03
38,2017,Atletico-GO,1,1,Fluminense,2017-12-03
38,2017,Athletico-PR,3,0,Palmeiras,2017-12-03
38,2017,Chapecoense,2,1,Coritiba,2017-12-03
38,2017,Santos,1,1,Avai,2017-12-03
38,2017,Botafogo,2,2,Cruzeiro,2017-12-03
38,2017,Vasco,2,1,Ponte Preta,2017-12-03
38,2017,Sao Paulo,1,1,Bahia,2017-12-03
38,2017,Atletico-MG,4,3,Gremio,2017-12-03
1,2018,Cruzeiro,0,1,Gremio,2018-04-14
1,2018,Vitoria,2,2,Flamengo,2018-04-14
1,2018,Santos,2,0,Ceara,2018-04-14
1,2018,America-MG,3,0,Sport,2018-04-15
1,2018,Corinthians,2,1,Fluminense,2018-04-15
1,2018,Internacional,2,0,Bahia,2018-04-15
1,2018,Vasco,2,1,Atletico-MG,2018-04-15
1,2018,Athletico-PR,5,1,Chapecoense,2018-04-15
1,2018,Botafogo,1,1,Palmeiras,2018-04-16
1,2018,Sao Paulo,1,0,Parana,2018-04-16
2,2018,Bahia,1,0,Santos,2018-04-21
2,2018,Flamengo,2,0,America-MG,2018-04-21
2,2018,Parana,0,4,Corinthians,2018-04-22
2,2018,Ceara,0,0,Sao Paulo,2018-04-22
2,2018,Fluminense,1,0,Cruzeiro,2018-04-22
2,2018,Chapecoense,1,1,Vasco,2018-04-22
2,2018,Atletico-MG,2,1,Vitoria,2018-04-22
2,2018,Palmeiras,1,0,Internacional,2018-04-22
2,2018,Gremio,0,0,Athletico-PR,2018-04-22
2,2018,Sport,1,1,Botafogo,2018-04-23
3,2018,Botafogo,2,1,Gremio,2018-04-28
3,2018,Ceara,0,3,Flamengo,2018-04-29
3,2018,Palmeiras,0,0,Chapecoense,2018-04-29
3,2018,Fluminense,1,1,Sao Paulo,2018-04-29
3,2018,Bahia,0,0,Athletico-PR,2018-04-29
3,2018,Atletico-MG,1,0,Corinthians,2018-04-29
3,2018,Parana,1,2,Sport,2018-04-29
3,2018,Internacional,0,0,Cruzeiro,2018-04-29
3,2018,America-MG,2,1,Vitoria,2018-04-30
3,2018,Santos,1,1,Vasco,2018-09-27
4,2018,Vasco,4,1,America-MG,2018-05-05
4,2018,Sao Paulo,2,2,Atletico-MG,2018-05-05
4,2018,Corinthians,1,1,Ceara,2018-05-06
4,2018,Flamengo,2,0,Internacional,2018-05-06
4,2018,Cruzeiro,1,0,Botafogo,2018-05-06
4,2018,Vitoria,1,2,Fluminense,2018-05-06
4,2018,Athletico-PR,1,3,Palmeiras,2018-05-06
4,2018,Gremio,5,1,Santos,2018-05-06
4,2018,Sport,2,0,Bahia,2018-05-06
4,2018,Chapecoense,1,1,Parana,2018-05-07
5,2018,Gremio,0,0,Internacional,2018-05-12
5,2018,Cruzeiro,2,0,Sport,2018-05-13
5,2018,Vasco,2,3,Vitoria,2018-05-13
5,2018,Bahia,2,2,Sao Paulo,2018-05-13
5,2018,Athletico-PR,1,2,Atletico-MG,2018-05-13
5,2018,Corinthians,1,0,Palmeiras,2018-05-13
5,2018,Chapecoense,3,2,Flamengo,2018-05-13
5,2018,Santos,3,1,Parana,2018-05-13
5,2018,Ceara,2,2,America-MG,2018-05-14
5,2018,Botafogo,2,1,Fluminense,2018-05-14
6,2018,Atletico-MG,1,0,Cruzeiro,2018-05-19
6,2018,Flamengo,1,1,Vasco,2018-05-19
6,2018,Palmeiras,3,0,Bahia,2018-05-19
6,2018,Vitoria,2,1,Ceara,2018-05-20
6,2018,Parana,0,0,Gremio,2018-05-20
6,2018,Sport,1,1,Corinthians,2018-05-20
6,2018,Sao Paulo,1,0,Santos,2018-05-20
6,2018,America-MG,1,0,Botafogo,2018-05-20
6,2018,Fluminense,2,0,Athletico-PR,2018-05-20
6,2018,Internacional,3,0,Chapecoense,2018-05-21
7,2018,Fluminense,3,1,Chapecoense,2018-05-26
7,2018,Palmeiras,2,3,Sport,2018-05-26
7,2018,Atletico-MG,0,1,Flamengo,2018-05-26
7,2018,Parana,0,0,Athletico-PR,2018-05-27
7,2018,Santos,0,1,Cruzeiro,2018-05-27
7,2018,Internacional,2,1,Corinthians,2018-05-27
7,2018,Botafogo,1,1,Vitoria,2018-05-27
7,2018,Bahia,3,0,Vasco,2018-05-27
7,2018,America-MG,1,3,Sao Paulo,2018-05-27
7,2018,Ceara,0,1,Gremio,2018-05-27
8,2018,Sport,3,2,Atletico-MG,2018-05-30
8,2018,Vasco,1,0,Parana,2018-05-30
8,2018,Vitoria,2,3,Internacional,2018-05-30
8,2018,Sao Paulo,3,2,Botafogo,2018-05-30
8,2018,Chapecoense,2,0,Ceara,2018-05-30
8,2018,Gremio,0,0,Fluminense,2018-05-30
8,2018,Cruzeiro,1,0,Palmeiras,2018-05-30
8,2018,Flamengo,2,0,Bahia,2018-05-31
8,2018,Corinthians,1,0,America-MG,2018-05-31
8,2018,Athletico-PR,2,0,Santos,2018-05-31
9,2018,Atletico-MG,3,3,Chapecoense,2018-06-02
9,2018,Internacional,0,0,Sport,2018-06-02
9,2018,Vasco,1,2,Botafogo,2018-06-02
9,2018,Palmeiras,3,1,Sao Paulo,2018-06-02
9,2018,Santos,5,2,Vitoria,2018-06-03
9,2018,Flamengo,1,0,Corinthians,2018-06-03
9,2018,Bahia,0,2,Gremio,2018-06-03
9,2018,America-MG,3,1,Athletico-PR,2018-06-03
9,2018,Ceara,0,1,Cruzeiro,2018-06-03
9,2018,Parana,2,1,Fluminense,2018-06-04
10,2018,Sao Paulo,0,0,Internacional,2018-06-05
10,2018,Vitoria,1,0,Chapecoense,2018-06-06
10,2018,Botafogo,0,0,Ceara,2018-06-06
10,2018,Sport,1,0,Athletico-PR,2018-06-06
10,2018,Corinthians,1,1,Santos,2018-06-06
10,2018,Gremio,0,2,Palmeiras,2018-06-06
10,2018,Cruzeiro,1,1,Vasco,2018-06-06
10,2018,Parana,1,0,Bahia,2018-06-07
10,2018,Fluminense,0,2,Flamengo,2018-06-07
10,2018,America-MG,1,3,Atletico-MG,2018-06-07
11,2018,Athletico-PR,0,1,Sao Paulo,2018-06-09
11,2018,Chapecoense,2,0,Cruzeiro,2018-06-09
11,2018,Vasco,3,2,Sport,2018-06-09
11,2018,Corinthians,0,0,Vitoria,2018-06-09
11,2018,Gremio,1,0,America-MG,2018-06-10
11,2018,Ceara,2,2,Palmeiras,2018-06-10
11,2018,Bahia,3,3,Botafogo,2018-06-10
11,2018,Atletico-MG,5,2,Fluminense,2018-06-10
11,2018,Flamengo,2,0,Parana,2018-06-10
11,2018,Santos,1,2,Internacional,2018-06-10
12,2018,Sao Paulo,3,0,Vitoria,2018-06-12
12,2018,America-MG,0,0,Chapecoense,2018-06-13
12,2018,Fluminense,0,1,Santos,2018-06-13
12,2018,Parana,1,1,Cruzeiro,2018-06-13
12,2018,Sport,0,0,Gremio,2018-06-13
12,2018,Botafogo,2,0,Athletico-PR,2018-06-13
12,2018,Palmeiras,1,1,Flamengo,2018-06-13
12,2018,Bahia,1,0,Corinthians,2018-06-13
12,2018,Atletico-MG,2,1,Ceara,2018-06-13
12,2018,Internacional,3,1,Vasco,2018-06-13
13,2018,Ceara,1,0,Sport,2018-07-18
13,2018,Vitoria,1,0,Parana,2018-07-18
13,2018,Flamengo,0,1,Sao Paulo,2018-07-18
13,2018,Gremio,2,0,Atletico-MG,2018-07-18
13,2018,Corinthians,2,0,Botafogo,2018-07-18
13,2018,Chapecoense,1,1,Bahia,2018-07-19
13,2018,Cruzeiro,3,1,America-MG,2018-07-19
13,2018,Santos,1,1,Palmeiras,2018-07-19
13,2018,Vasco,1,1,Fluminense,2018-07-19
13,2018,Athletico-PR,2,2,Internacional,2018-07-19
14,2018,Flamengo,2,0,Botafogo,2018-07-21
14,2018,Sao Paulo,3,1,Corinthians,2018-07-21
14,2018,Vasco,1,0,Gremio,2018-07-22
14,2018,Sport,1,2,Fluminense,2018-07-22
14,2018,Palmeiras,3,2,Atletico-MG,2018-07-22
14,2018,Parana,1,0,America-MG,2018-07-22
14,2018,Bahia,4,1,Vitoria,2018-07-22
14,2018,Cruzeiro,2,1,Athletico-PR,2018-07-22
14,2018,Chapecoense,0,0,Santos,2018-07-22
14,2018,Internacional,1,0,Ceara,2018-07-23
15,2018,Fluminense,1,0,Palmeiras,2018-07-25
15,2018,Atletico-MG,2,0,Parana,2018-07-25
15,2018,Santos,1,1,Flamengo,2018-07-25
15,2018,Corinthians,2,0,Cruzeiro,2018-07-25
15,2018,Botafogo,1,0,Chapecoense,2018-07-26
15,2018,Gremio,2,1,Sao Paulo,2018-07-26
15,2018,Vitoria,1,0,Sport,2018-07-26
15,2018,America-MG,2,1,Internacional,2018-07-26
15,2018,Ceara,0,2,Bahia,2018-08-29
15,2018,Athletico-PR,1,0,Vasco,2018-08-29
16,2018,Ceara,1,0,Fluminense,2018-07-28
16,2018,Vasco,1,4,Corinthians,2018-07-29
16,2018,Palmeiras,3,0,Parana,2018-07-29
16,2018,Flamengo,4,1,Sport,2018-07-29
16,2018,Internacional,3,0,Botafogo,2018-07-29
16,2018,Cruzeiro,0,2,Sao Paulo,2018-07-29
16,2018,Athletico-PR,4,0,Vitoria,2018-07-29
16,2018,Santos,0,1,America-MG,2018-07-29
16,2018,Chapecoense,1,1,Gremio,2018-07-29
16,2018,Bahia,2,2,Atletico-MG,2018-07-30
17,2018,Botafogo,0,0,Santos,2018-08-04
17,2018,Gremio,2,0,Flamengo,2018-08-04
17,2018,Corinthians,0,0,Athletico-PR,2018-08-04
17,2018,Vitoria,1,1,Cruzeiro,2018-08-05
17,2018,America-MG,0,0,Palmeiras,2018-08-05
17,2018,Sao Paulo,2,1,Vasco,2018-08-05
17,2018,Parana,0,1,Ceara,2018-08-05
17,2018,Sport,1,1,Chapecoense,2018-08-05
17,2018,Fluminense,1,1,Bahia,2018-08-05
17,2018,Atletico-MG,0,1,Internacional,2018-08-06
18,2018,Ceara,0,0,Athletico-PR,2018-08-11
18,2018,Bahia,1,0,America-MG,2018-08-11
18,2018,Parana,1,1,Botafogo,2018-08-12
18,2018,Atletico-MG,3,1,Santos,2018-08-12
18,2018,Sport,1,3,Sao Paulo,2018-08-12
18,2018,Flamengo,1,0,Cruzeiro,2018-08-12
18,2018,Chapecoense,2,1,Corinthians,2018-08-12
18,2018,Gremio,4,0,Vitoria,2018-08-12
18,2018,Palmeiras,1,0,Vasco,2018-08-12
18,2018,Fluminense,0,3,Internacional,2018-08-13
19,2018,Santos,3,0,Sport,2018-08-18
19,2018,Corinthians,0,1,Gremio,2018-08-18
19,2018,Athletico-PR,3,0,Flamengo,2018-08-19
19,2018,Internacional,1,0,Parana,2018-08-19
19,2018,Cruzeiro,1,1,Bahia,2018-08-19
19,2018,Botafogo,0,3,Atletico-MG,2018-08-19
19,2018,Vitoria,0,3,Palmeiras,2018-08-19
19,2018,America-MG,0,0,Fluminense,2018-08-19
19,2018,Sao Paulo,2,0,Chapecoense,2018-08-19
19,2018,Vasco,1,1,Ceara,2018-08-20
20,2018,Ceara,1,1,Santos,2018-08-08
20,2018,Parana,1,1,Sao Paulo,2018-08-22
20,2018,Bahia,0,1,Internacional,2018-08-22
20,2018,Palmeiras,2,0,Botafogo,2018-08-22
20,2018,Sport,0,2,America-MG,2018-08-22
20,2018,Fluminense,1,0,Corinthians,2018-08-22
20,2018,Gremio,1,1,Cruzeiro,2018-08-22
20,2018,Flamengo,1,0,Vitoria,2018-08-23
20,2018,Atletico-MG,0,0,Vasco,2018-08-23
20,2018,Chapecoense,2,1,Athletico-PR,2018-09-13
21,2018,Santos,2,0,Bahia,2018-08-25
21,2018,Athletico-PR,2,1,Gremio,2018-08-25
21,2018,Corinthians,1,0,Parana,2018-08-25
21,2018,Cruzeiro,2,1,Fluminense,2018-08-25
21,2018,Botafogo,2,0,Sport,2018-08-25
21,2018,Sao Paulo,1,0,Ceara,2018-08-26
21,2018,Internacional,0,0,Palmeiras,2018-08-26
21,2018,Vitoria,1,0,Atletico-MG,2018-08-26
21,2018,America-MG,2,2,Flamengo,2018-08-26
21,2018,Vasco,3,1,Chapecoense,2018-08-26
22,2018,Gremio,4,0,Botafogo,2018-09-01
22,2018,Vitoria,1,0,America-MG,2018-09-01
22,2018,Vasco,0,3,Santos,2018-09-01
22,2018,Corinthians,1,1,Atletico-MG,2018-09-01
22,2018,Flamengo,0,1,Ceara,2018-09-02
22,2018,Sport,1,0,Parana,2018-09-02
22,2018,Sao Paulo,1,1,Fluminense,2018-09-02
22,2018,Athletico-PR,2,0,Bahia,2018-09-02
22,2018,Chapecoense,1,2,Palmeiras,2018-09-02
22,2018,Cruzeiro,0,0,Internacional,2018-09-02
23,2018,Botafogo,1,1,Cruzeiro,2018-09-05
23,2018,Bahia,2,0,Sport,2018-09-05
23,2018,Ceara,2,1,Corinthians,2018-09-05
23,2018,Palmeiras,2,0,Athletico-PR,2018-09-05
23,2018,Parana,1,1,Chapecoense,2018-09-05
23,2018,Atletico-MG,1,0,Sao Paulo,2018-09-05
23,2018,Internacional,2,1,Flamengo,2018-09-05
23,2018,Santos,0,0,Gremio,2018-09-06
23,2018,Fluminense,0,0,Vitoria,2018-09-06
23,2018,America-MG,2,1,Vasco,2018-09-06
24,2018,Sport,0,0,Cruzeiro,2018-09-08
24,2018,Sao Paulo,1,0,Bahia,2018-09-08
24,2018,Flamengo,2,0,Chapecoense,2018-09-08
24,2018,Fluminense,1,0,Botafogo,2018-09-09
24,2018,Palmeiras,1,0,Corinthians,2018-09-09
24,2018,Internacional,1,0,Gremio,2018-09-09
24,2018,America-MG,0,0,Ceara,2018-09-09
24,2018,Vitoria,1,0,Vasco,2018-09-09
24,2018,Parana,0,2,Santos,2018-09-09
24,2018,Atletico-MG,3,1,Athletico-PR,2018-09-10
25,2018,Ceara,2,0,Vitoria,2018-09-15
25,2018,Gremio,2,0,Parana,2018-09-15
25,2018,Vasco,1,1,Flamengo,2018-09-15
25,2018,Botafogo,1,0,America-MG,2018-09-16
25,2018,Santos,0,0,Sao Paulo,2018-09-16
25,2018,Bahia,1,1,Palmeiras,2018-09-16
25,2018,Athletico-PR,3,1,Fluminense,2018-09-16
25,2018,Cruzeiro,0,0,Atletico-MG,2018-09-16
25,2018,Corinthians,2,1,Sport,2018-09-16
25,2018,Chapecoense,2,1,Internacional,2018-09-17
26,2018,Sao Paulo,1,1,America-MG,2018-09-22
26,2018,Gremio,3,2,Ceara,2018-09-23
26,2018,Flamengo,2,1,Atletico-MG,2018-09-23
26,2018,Athletico-PR,3,0,Parana,2018-09-23
26,2018,Corinthians,1,1,Internacional,2018-09-23
26,2018,Sport,0,1,Palmeiras,2018-09-23
26,2018,Vitoria,3,4,Botafogo,2018-09-23
26,2018,Cruzeiro,2,1,Santos,2018-09-23
26,2018,Chapecoense,1,2,Fluminense,2018-09-24
26,2018,Vasco,2,1,Bahia,2018-09-24
27,2018,Fluminense,0,1,Gremio,2018-09-29
27,2018,America-MG,0,0,Corinthians,2018-09-29
27,2018,Bahia,0,0,Flamengo,2018-09-29
27,2018,Palmeiras,3,1,Cruzeiro,2018-09-30
27,2018,Internacional,2,1,Vitoria,2018-09-30
27,2018,Santos,1,0,Athletico-PR,2018-09-30
27,2018,Atletico-MG,5,2,Sport,2018-09-30
27,2018,Botafogo,2,2,Sao Paulo,2018-09-30
27,2018,Ceara,3,1,Chapecoense,2018-09-30
27,2018,Parana,1,1,Vasco,2018-10-01
28,2018,Sport,2,1,Internacional,2018-10-05
28,2018,Corinthians,0,3,Flamengo,2018-10-05
28,2018,Vitoria,0,1,Santos,2018-10-05
28,2018,Athletico-PR,4,0,America-MG,2018-10-06
28,2018,Chapecoense,1,0,Atletico-MG,2018-10-06
28,2018,Sao Paulo,0,2,Palmeiras,2018-10-06
28,2018,Gremio,2,2,Bahia,2018-10-06
28,2018,Fluminense,4,0,Parana,2018-10-08
28,2018,Botafogo,1,1,Vasco,2018-10-09
28,2018,Cruzeiro,0,2,Ceara,2018-10-24
29,2018,Flamengo,3,0,Fluminense,2018-10-13
29,2018,Santos,1,0,Corinthians,2018-10-13
29,2018,Bahia,2,0,Parana,2018-10-13
29,2018,Chapecoense,0,1,Vitoria,2018-10-14
29,2018,Internacional,3,1,Sao Paulo,2018-10-14
29,2018,Palmeiras,2,0,Gremio,2018-10-14
29,2018,Vasco,2,0,Cruzeiro,2018-10-14
29,2018,Atletico-MG,0,0,America-MG,2018-10-14
29,2018,Athletico-PR,4,0,Sport,2018-10-14
29,2018,Ceara,0,0,Botafogo,2018-10-15
30,2018,America-MG,1,1,Gremio,2018-10-20
30,2018,Botafogo,0,1,Bahia,2018-10-20
30,2018,Sao Paulo,0,0,Athletico-PR,2018-10-20
30,2018,Sport,2,1,Vasco,2018-10-20
30,2018,Vitoria,2,2,Corinthians,2018-10-21
30,2018,Palmeiras,2,1,Ceara,2018-10-21
30,2018,Fluminense,1,0,Atletico-MG,2018-10-21
30,2018,Parana,0,4,Flamengo,2018-10-21
30,2018,Cruzeiro,3,0,Chapecoense,2018-10-21
30,2018,Internacional,2,2,Santos,2018-10-22
31,2018,Vitoria,0,1,Sao Paulo,2018-10-26
31,2018,Vasco,1,1,Internacional,2018-10-26
31,2018,Santos,3,0,Fluminense,2018-10-27
31,2018,Gremio,3,4,Sport,2018-10-27
31,2018,Flamengo,1,1,Palmeiras,2018-10-27
31,2018,Corinthians,2,1,Bahia,2018-10-27
31,2018,Chapecoense,1,0,America-MG,2018-10-27
31,2018,Cruzeiro,3,1,Parana,2018-10-27
31,2018,Athletico-PR,2,1,Botafogo,2018-10-27
31,2018,Ceara,2,1,Atletico-MG,2018-10-29
32,2018,Atletico-MG,0,1,Gremio,2018-11-03
32,2018,Fluminense,0,1,Vasco,2018-11-03
32,2018,Palmeiras,3,2,Santos,2018-11-03
32,2018,Parana,1,1,Vitoria,2018-11-04
32,2018,Sao Paulo,2,2,Flamengo,2018-11-04
32,2018,Botafogo,1,0,Corinthians,2018-11-04
32,2018,America-MG,1,2,Cruzeiro,2018-11-04
32,2018,Bahia,1,0,Chapecoense,2018-11-04
32,2018,Internacional,2,1,Athletico-PR,2018-11-04
32,2018,Sport,1,0,Ceara,2018-11-05
33,2018,Corinthians,1,1,Sao Paulo,2018-11-10
